Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expr(small.intestine),expr(large.intestine),logexprSI,logexprLI
AC012501.2,1.60E-23,1.517182517,0.011,0.003,5.85E-19,0.014428226,0.004989199,-1.840787049,-2.301969184
AC013640.1,4.59E-11,-0.150042377,0.04,0.029,1.68E-06,0.052577767,0.058302812,-1.279197863,-1.234310498
AC013652.1,8.37E-117,-1.595204251,0.031,0.07,3.06E-112,0.053252163,0.160892182,-1.273662748,-0.793465059
AC015631.1,7.86E-10,0.16586102,0.016,0.01,2.88E-05,0.023506571,0.020912076,-1.628810724,-1.679602858
AC015712.1,7.03E-11,0.130807498,0.012,0.006,2.57E-06,0.013583882,0.01236524,-1.866976091,-1.90779746
AC015813.1,6.53E-28,0.412007236,0.045,0.026,2.39E-23,0.049017302,0.03679611,-1.3096506,-1.434198091
AC015849.3,1.01E-06,-0.256222552,0.054,0.044,0.036818882,0.091320088,0.109031881,-1.039433681,-0.962446496
AC015871.7,3.81E-15,-0.209293127,0.065,0.047,1.40E-10,0.064235566,0.074227393,-1.192224442,-1.129435793
AC015878.1,5.73E-52,-1.729884034,0.007,0.02,2.10E-47,0.009565951,0.031733341,-2.019271866,-1.498484205
AC015908.2,8.51E-23,-0.10837478,0.062,0.041,3.11E-18,0.064034574,0.068991946,-1.193585476,-1.161201606
AC015912.3,1.45E-69,-1.346453079,0.055,0.091,5.31E-65,0.080280441,0.204130817,-1.095390253,-0.690091427
AC015922.3,1.09E-08,-0.154018332,0.029,0.02,0.000397794,0.021612109,0.024009491,-1.665302856,-1.619617055
AC015971.1,2.74E-70,-1.656772488,0.038,0.07,1.00E-65,0.064824243,0.204397504,-1.188262543,-0.689524412
AC015982.2,1.44E-29,0.148656864,0.047,0.026,5.28E-25,0.040625667,0.036606605,-1.391199491,-1.436440545
AC015987.1,2.75E-11,-1.431181523,0.007,0.012,1.00E-06,0.008549254,0.02304613,-2.0680718,-1.637401986
AC016394.1,9.98E-24,-0.181534588,0.034,0.019,3.65E-19,0.027945209,0.031655234,-1.553692631,-1.499554474
AC016575.1,2.81E-43,-2.499213921,0.003,0.011,1.03E-38,0.00410013,0.023227109,-2.387202406,-1.634004834
AC016735.1,4.45E-32,-1.42857883,0.028,0.046,1.63E-27,0.028989606,0.078026117,-1.537757689,-1.107760003
AC016769.5,1.54E-15,1.097482917,0.013,0.005,5.63E-11,0.010649995,0.004927686,-1.972650611,-2.307356932
AC016821.1,1.01E-11,-0.988141884,0.032,0.042,3.71E-07,0.040306285,0.07993117,-1.394627227,-1.09728383
AC016831.7,5.39E-46,-1.310943429,0.018,0.036,1.97E-41,0.034875779,0.086515721,-1.457476082,-1.062904969
AC016866.2,1.72E-07,-0.533920493,0.014,0.009,0.006310841,0.014544591,0.021027136,-1.837298501,-1.677219882
AC016876.1,1.78E-18,-0.450157418,0.059,0.041,6.52E-14,0.055374606,0.075619323,-1.256689354,-1.121367218
AC017000.1,3.71E-13,-0.177760736,0.013,0.006,1.36E-08,0.010266518,0.011575543,-1.988576839,-1.936458636
AC017002.5,3.29E-53,-1.885582964,0.009,0.024,1.20E-48,0.018091563,0.06685864,-1.742523917,-1.174842459
AC017050.1,5.42E-07,0.191806559,0.014,0.009,0.019820425,0.011985778,0.010451765,-1.921333787,-1.980810371
AC017074.1,3.11E-14,-1.528226301,0.011,0.019,1.14E-09,0.01374298,0.039634039,-1.861919081,-1.401931672
AC018362.1,2.07E-81,0.19693115,0.156,0.095,7.56E-77,0.251283821,0.219179151,-0.599835472,-0.659200759
AC018521.5,1.11E-08,-0.776387238,0.06,0.047,0.000408005,0.061107864,0.104641262,-1.213902895,-0.98029703
AC018628.2,6.65E-07,-0.796730847,0.024,0.031,0.024330202,0.03400576,0.059047398,-1.46844752,-1.228799236
AC018752.1,3.22E-20,0.359392428,0.037,0.023,1.18E-15,0.053407966,0.041587472,-1.272393963,-1.38103748
AC018797.3,4.82E-08,-1.13868725,0.014,0.02,0.001765298,0.021095067,0.046429722,-1.675819098,-1.333203915
AC018946.1,1.44E-71,-2.897472174,0.003,0.015,5.26E-67,0.004775686,0.035663512,-2.320964203,-1.447775887
AC019117.1,0,1.58876086,0.216,0.067,0,0.616072715,0.204765747,-0.210368025,-0.68874269
AC019117.2,1.45E-113,1.842031963,0.054,0.013,5.30E-109,0.091904379,0.025581915,-1.036663794,-1.592066946
AC019205.1,4.83E-09,-0.188583007,0.069,0.055,0.000176957,0.090661456,0.103284734,-1.042577312,-0.985963866
AC019330.1,1.78E-141,-2.50455149,0.004,0.025,6.50E-137,0.006243143,0.03547444,-2.204596683,-1.450084453
AC020611.2,3.22E-15,-0.938156883,0.067,0.083,1.18E-10,0.100946934,0.19339951,-0.995906868,-0.713544631
AC020656.1,5.67E-17,2.742021989,0.012,0.004,2.08E-12,0.052224452,0.007751032,-1.28212611,-2.110640456
AC020718.1,3.73E-125,-2.685700451,0.003,0.02,1.36E-120,0.00434673,0.028026802,-2.361837348,-1.552426455
AC020910.5,5.01E-25,0.208924915,0.041,0.023,1.83E-20,0.034960844,0.030205405,-1.456418097,-1.519915336
AC020916.1,0,-1.605708455,0.107,0.243,0,0.257224699,0.782848884,-0.589687333,-0.106322063
AC020928.1,1.67E-22,0.852572204,0.012,0.004,6.11E-18,0.008917056,0.004890435,-2.049778521,-2.310652499
AC021146.12,1.69E-257,4.264779344,0.074,0.005,6.19E-253,0.068683384,0.003515917,-1.163148318,-2.453961395
AC021504.1,1.19E-32,0.585151668,0.063,0.038,4.37E-28,0.096108674,0.064018322,-1.017237413,-1.193695712
AC021683.2,2.30E-59,-1.154521326,0.008,0.023,8.42E-55,0.011621618,0.025853864,-1.934733411,-1.587474545
AC021851.1,2.33E-22,0.21908118,0.051,0.033,8.53E-18,0.056966084,0.04889808,-1.244383637,-1.31070819
AC021851.2,5.31E-09,-0.193132447,0.031,0.023,0.000194438,0.034530315,0.039439582,-1.461799465,-1.404067698
AC022075.1,1.87E-211,-1.96033294,0.032,0.087,6.85E-207,0.052757052,0.205318535,-1.277719476,-0.687571844
AC022126.1,1.79E-18,0.164385101,0.02,0.01,6.57E-14,0.033244116,0.029622436,-1.478285217,-1.528379228
AC022146.2,8.80E-48,0.265053969,0.07,0.039,3.22E-43,0.096643063,0.080380542,-1.014829313,-1.094849069
AC022182.1,7.55E-28,-0.934745923,0.023,0.038,2.76E-23,0.035900513,0.068602917,-1.444899341,-1.163657419
AC022210.2,6.65E-58,-1.932558453,0.014,0.033,2.43E-53,0.017826611,0.068061966,-1.748931203,-1.167095512
AC022217.3,2.26E-114,-1.542096751,0.063,0.113,8.28E-110,0.105881972,0.308342302,-0.975177978,-0.51096689
AC022463.1,1.89E-17,-1.63614619,0.01,0.018,6.90E-13,0.012419181,0.038602225,-1.905907046,-1.413387663
AC022523.1,2.38E-08,-0.472801025,0.015,0.021,0.000871036,0.021229422,0.029429745,-1.673061827,-1.531213506
AC022613.1,2.11E-104,0.16463238,0.171,0.098,7.72E-100,0.18249312,0.162770718,-0.738753503,-0.78842372
AC022613.2,1.90E-15,-1.352535317,0.009,0.016,6.95E-11,0.013073524,0.033373559,-1.88360734,-1.476597472
AC022784.1,1.75E-15,-0.429792342,0.111,0.087,6.39E-11,0.13491662,0.181704815,-0.869934548,-0.740633563
AC022874.1,0,-4.637937996,0.003,0.052,0,0.00474461,0.118529148,-2.32379952,-0.926174838
AC023043.1,1.05E-24,0.100580093,0.025,0.011,3.83E-20,0.018716535,0.017415287,-1.727774549,-1.759069376
AC023095.1,8.64E-46,-1.74546041,0.005,0.016,3.16E-41,0.006971182,0.023378136,-2.15669356,-1.631190113
AC023157.3,1.46E-90,-1.558520038,0.054,0.095,5.34E-86,0.090286604,0.265936718,-1.044376682,-0.575221695
AC023424.3,8.72E-266,-1.787655588,0.091,0.182,3.19E-261,0.143718741,0.496199289,-0.842486597,-0.304343863
AC023480.1,3.65E-07,-0.297788228,0.061,0.05,0.013373076,0.086858393,0.106736023,-1.061188208,-0.971688984
AC023590.1,4.84E-10,0.10676876,0.079,0.064,1.77E-05,0.144812403,0.134441399,-0.839194239,-0.871466976
AC023794.1,1.91E-60,-2.119118405,0.002,0.011,7.00E-56,0.003353047,0.014588437,-2.47456032,-1.835991244
AC024060.2,1.17E-12,0.179706964,0.013,0.006,4.28E-08,0.010167668,0.008935101,-1.992778661,-2.048900513
AC024075.2,4.99E-09,-0.137778735,0.027,0.019,0.000182586,0.025616561,0.028145833,-1.591479178,-1.550585886
AC024230.1,8.41E-17,0.754255244,0.011,0.004,3.08E-12,0.012247346,0.007213787,-1.911958005,-2.141836706
AC024558.2,9.23E-07,-0.170227233,0.032,0.025,0.033790766,0.035594028,0.040014372,-1.448622857,-1.397783993
AC024560.4,2.58E-09,0.180891306,0.017,0.01,9.44E-05,0.016147792,0.014203136,-1.791886843,-1.847615763
AC025031.1,4.15E-09,-0.597996338,0.009,0.015,0.000152003,0.015354988,0.023211345,-1.813750526,-1.634299695
AC025211.1,6.34E-36,-1.479275355,0.009,0.021,2.32E-31,0.014127192,0.039381088,-1.849944147,-1.404712286
AC025449.2,2.57E-09,-0.521204915,0.03,0.021,9.41E-05,0.027239986,0.039061952,-1.564793122,-1.408246054
AC025580.1,2.32E-13,-1.326321777,0.015,0.023,8.49E-09,0.013050315,0.032713401,-1.88437899,-1.485274297
AC025580.2,3.17E-256,-1.725331202,0.042,0.111,1.16E-251,0.062297427,0.205992978,-1.205529889,-0.686147584
AC025580.3,4.27E-243,2.032868902,0.094,0.017,1.56E-238,0.12309487,0.030027042,-0.909760046,-1.522487443
AC026124.2,1.10E-24,-1.580258779,0.015,0.027,4.03E-20,0.016918562,0.050587441,-1.771636553,-1.295957289
AC026167.1,2.15E-42,0.900113317,0.049,0.025,7.88E-38,0.080734777,0.043213169,-1.092939351,-1.364383886
AC026254.2,5.72E-16,-1.175389125,0.006,0.012,2.09E-11,0.008384129,0.018919396,-2.076542073,-1.723092736
AC026470.2,2.33E-32,-1.855564144,0.004,0.012,8.52E-28,0.006149534,0.022263268,-2.211157777,-1.652411086
AC026471.3,1.10E-07,-1.183407755,0.028,0.036,0.004033476,0.025080032,0.056943668,-1.600671916,-1.244554563
AC026471.4,1.28E-07,-0.472505137,0.062,0.05,0.004694624,0.057591462,0.079876635,-1.239641897,-1.097580239
AC026801.2,7.12E-12,-0.243460937,0.022,0.014,2.61E-07,0.016722405,0.019760248,-1.776701265,-1.704207604
AC026803.3,2.28E-23,-0.283436107,0.09,0.064,8.34E-19,0.104787345,0.12750004,-0.979691163,-0.894489677
AC026979.2,3.27E-36,-1.456392819,0.061,0.086,1.20E-31,0.071201607,0.195384871,-1.147510205,-0.709109068
AC027031.2,8.31E-61,-2.005893165,0.005,0.018,3.04E-56,0.012587561,0.050572157,-1.900058428,-1.296088521
AC027097.1,4.96E-08,-0.150155607,0.032,0.023,0.001814072,0.03603875,0.039954225,-1.443230276,-1.398437284
AC027117.2,1.27E-124,-1.492945101,0.049,0.097,4.63E-120,0.064089047,0.180380673,-1.193216185,-0.743809996
AC027279.1,1.46E-60,1.110635078,0.045,0.018,5.35E-56,0.041847684,0.019329784,-1.378328575,-1.713773003
AC027458.1,2.75E-48,4.887043607,0.013,0,1.01E-43,0.00850785,0.00023017,-2.070180161,-3.637951425
AC027601.1,7.67E-09,-0.525359595,0.035,0.026,0.000280717,0.02988555,0.042982513,-1.524538742,-1.366708197
AC027601.6,1.98E-07,-0.325497478,0.052,0.042,0.00722929,0.062311616,0.078047516,-1.205430983,-1.107640915
AC027682.4,3.31E-08,-0.956720833,0.01,0.015,0.001210139,0.016336813,0.031685699,-1.786832664,-1.499136712
AC027698.1,2.94E-17,-1.636058299,0.006,0.013,1.08E-12,0.017625505,0.054781929,-1.753858441,-1.261362679
AC027796.1,1.29E-08,-0.130606976,0.011,0.006,0.000473587,0.007703014,0.008395048,-2.113339292,-2.075976826
AC034236.2,2.11E-12,0.147104935,0.022,0.014,7.70E-08,0.021795885,0.019641628,-1.661625495,-1.706822516
AC037198.1,3.09E-57,-1.973850101,0.003,0.014,1.13E-52,0.006609351,0.025976723,-2.179841209,-1.585415634
AC040169.1,3.61E-08,-0.131697881,0.021,0.015,0.001323,0.019722754,0.021570056,-1.705032444,-1.666148725
AC044802.2,3.54E-07,0.263698029,0.012,0.007,0.012962919,0.008461459,0.007005304,-2.072554724,-2.154573036
AC044849.1,3.45E-124,-2.055378688,0.012,0.041,1.26E-119,0.01904801,0.07919197,-1.720150395,-1.101318854
AC046134.2,8.19E-108,0.266761143,0.246,0.158,3.00E-103,0.438618727,0.36452993,-0.35791283,-0.438266807
AC046158.1,1.50E-18,0.753951511,0.031,0.018,5.48E-14,0.051060725,0.030230766,-1.291913022,-1.519550853
AC051619.5,7.68E-07,-0.165796699,0.019,0.013,0.028118276,0.019741869,0.022108777,-1.704611737,-1.655435275
AC053513.1,1.19E-31,-1.281819568,0.027,0.044,4.36E-27,0.040791029,0.09916823,-1.389435339,-1.003627438
AC053527.2,7.09E-25,-0.14456851,0.098,0.07,2.59E-20,0.126826849,0.140156734,-0.896788798,-0.853386031
AC058791.1,1.72E-151,-2.671459601,0.005,0.028,6.31E-147,0.006773011,0.043208135,-2.169218197,-1.364434483
AC060765.2,2.62E-08,-1.216265762,0.008,0.013,0.000957678,0.034292653,0.079661825,-1.46479891,-1.098749747
AC060780.1,2.61E-196,0.867097781,0.181,0.084,9.55E-192,0.26914781,0.147512018,-0.57000915,-0.831172595
AC061708.1,4.76E-17,0.206839558,0.016,0.007,1.74E-12,0.025312472,0.021889512,-1.596665433,-1.65976392
AC061961.1,8.15E-34,1.67962572,0.015,0.003,2.98E-29,0.015217061,0.004697974,-1.817669227,-2.328089399
AC063960.1,3.17E-79,-1.594321339,0.03,0.061,1.16E-74,0.039184124,0.118314926,-1.406889857,-0.926960465
AC063960.2,1.25E-31,-1.439240427,0.009,0.02,4.57E-27,0.013271763,0.035981961,-1.877071371,-1.443915169
AC064807.1,1.51E-08,-0.43643531,0.058,0.046,0.000552182,0.062942144,0.085143756,-1.201058465,-1.069847196
AC064807.2,2.55E-173,1.117849199,0.085,0.022,9.32E-169,0.069710362,0.03207165,-1.156702661,-1.493878691
AC067838.1,7.19E-13,1.162196731,0.011,0.005,2.63E-08,0.009093734,0.004013604,-2.04125773,-2.396465477
AC068205.2,5.45E-09,-0.278817684,0.012,0.007,0.000199358,0.011520911,0.013941489,-1.938513173,-1.855690841
AC068282.1,1.33E-45,-1.081846932,0.073,0.105,4.87E-41,0.115440572,0.244339079,-0.93764153,-0.612007067
AC068338.3,4.88E-11,0.676892918,0.015,0.008,1.79E-06,0.01303139,0.008104796,-1.885009252,-2.091257903
AC068533.3,1.33E-51,-1.223286293,0.027,0.051,4.86E-47,0.043699154,0.102012814,-1.359526967,-0.991345274
AC068587.4,1.50E-12,-0.235096572,0.305,0.263,5.48E-08,0.738873313,0.869606842,-0.131430019,-0.060677052
AC068631.1,1.04E-08,-0.727181468,0.021,0.014,0.000380472,0.025534886,0.042242939,-1.592866077,-1.374245873
AC068722.1,6.42E-17,-1.084474196,0.007,0.014,2.35E-12,0.01376545,0.029172037,-1.861209587,-1.53503325
AC068724.3,1.02E-70,0.123846667,0.178,0.116,3.75E-66,0.25520778,0.234172616,-0.593106091,-0.630463892
AC068774.1,7.87E-32,-2.104399422,0.008,0.019,2.88E-27,0.011309996,0.048656134,-1.946537564,-1.312862404
AC068790.9,2.00E-10,0.447054739,0.015,0.008,7.32E-06,0.012214006,0.008914951,-1.913141866,-2.049881015
AC069185.1,1.24E-23,-2.108658507,0.007,0.014,4.54E-19,0.006959798,0.03003819,-2.157403344,-1.522326244
AC069234.1,3.08E-13,-1.041867584,0.019,0.029,1.13E-08,0.022314141,0.045922243,-1.65141983,-1.337976903
AC073111.4,9.62E-09,-0.307682767,0.038,0.029,0.000352169,0.039281051,0.048583635,-1.405816899,-1.313509992
AC073167.1,4.21E-12,-1.087894639,0.023,0.032,1.54E-07,0.032983773,0.070092581,-1.481699667,-1.15432795
AC073529.1,2.24E-41,0.100249147,0.091,0.057,8.18E-37,0.130150634,0.121373032,-0.885553714,-0.9158778
AC073548.2,7.82E-94,-3.203991161,0.002,0.016,2.86E-89,0.003198951,0.02958982,-2.494992395,-1.528857683
AC073648.7,4.57E-12,-1.038300666,0.009,0.015,1.67E-07,0.014306169,0.029361873,-1.844476651,-1.532216243
AC073840.1,1.50E-15,0.116426667,0.027,0.016,5.50E-11,0.030315147,0.027923777,-1.518340327,-1.554025834
AC073957.3,8.98E-17,-0.866759268,0.008,0.015,3.29E-12,0.010067408,0.018334075,-1.99708232,-1.736740998
AC078785.1,9.21E-08,0.165323526,0.025,0.018,0.003371626,0.03623897,0.032273734,-1.440824152,-1.491150789
AC078846.1,7.05E-08,-0.44414532,0.051,0.04,0.002579933,0.04702904,0.063950404,-1.327633884,-1.19415671
AC078883.1,4.14E-07,-0.864352716,0.024,0.031,0.015160525,0.03114099,0.056668355,-1.506667584,-1.246659398
AC079145.1,3.09E-07,-1.625860935,0.006,0.01,0.011302067,0.005712796,0.017629922,-2.243151289,-1.753749605
AC079226.2,1.17E-18,0.548573883,0.022,0.011,4.28E-14,0.035775266,0.024413981,-1.44641713,-1.6123614
AC079336.4,2.52E-08,-0.62955669,0.053,0.064,0.000921462,0.075113801,0.116178226,-1.124280263,-0.934875258
AC079414.3,2.75E-39,0.784255176,0.027,0.01,1.01E-34,0.019862847,0.011486089,-1.701958508,-1.939827812
AC079447.1,6.54E-13,-0.157924802,0.095,0.075,2.39E-08,0.126865801,0.14150431,-0.896655434,-0.849230332
AC079781.5,2.59E-46,-0.109097803,0.279,0.211,9.50E-42,0.463772215,0.50016501,-0.333695274,-0.300886693
AC079804.3,2.64E-57,-1.682209226,0.017,0.037,9.68E-53,0.024767006,0.079483021,-1.606126486,-1.099725636
AC079807.1,1.21E-24,-1.792767514,0.01,0.02,4.42E-20,0.013195058,0.04572378,-1.879588689,-1.339857869
AC079949.3,8.88E-07,-1.0410204,0.007,0.011,0.03251708,0.008194246,0.016840991,-2.086490983,-1.773632363
AC083799.1,4.59E-09,-0.5120414,0.026,0.018,0.000168143,0.019891947,0.028335469,-1.701322716,-1.547669588
AC083837.1,3.21E-36,-0.147947274,0.056,0.031,1.17E-31,0.129439528,0.143380327,-0.887933079,-0.843510435
AC083855.2,1.13E-72,-2.328212127,0.005,0.02,4.15E-68,0.009475976,0.047621004,-2.02337603,-1.322201456
AC083902.1,0,2.296070319,0.125,0.02,0,0.213987272,0.043517206,-0.669612057,-1.361338996
AC084816.1,5.50E-19,-0.760952605,0.029,0.043,2.01E-14,0.049967418,0.084648408,-1.301313094,-1.072381206
AC087071.2,5.08E-25,0.599632916,0.03,0.016,1.86E-20,0.037642359,0.024795166,-1.424323166,-1.605632978
AC087190.1,6.86E-12,-1.526783529,0.008,0.013,2.51E-07,0.008518847,0.024541406,-2.069619174,-1.610100561
AC087239.1,2.87E-76,-1.753393565,0.039,0.072,1.05E-71,0.060170267,0.202868446,-1.22061806,-0.692785497
AC087241.2,1.06E-11,-1.242702117,0.018,0.026,3.89E-07,0.023731951,0.056145113,-1.624666552,-1.25068804
AC087280.2,1.09E-23,0.374486412,0.04,0.024,3.97E-19,0.053173811,0.040973412,-1.274302212,-1.387497873
AC087284.1,5.38E-12,0.660375384,0.016,0.009,1.97E-07,0.017948651,0.011310008,-1.745968176,-1.946537097
AC087286.2,1.34E-46,-1.103379996,0.043,0.069,4.89E-42,0.064936123,0.139501621,-1.187513643,-0.855420747
AC087500.1,2.37E-21,-0.189132082,0.062,0.042,8.68E-17,0.074350592,0.084728421,-1.128715571,-1.071970889
AC087645.2,4.40E-48,-1.742458305,0.006,0.018,1.61E-43,0.008014993,0.026822061,-2.096096831,-1.571507849
AC087741.1,1.96E-49,0.675698701,0.037,0.014,7.19E-45,0.037103358,0.023181304,-1.430586789,-1.634862128
AC087854.1,6.29E-12,-0.550977703,0.028,0.038,2.30E-07,0.048535476,0.071077214,-1.31394071,-1.148269606
AC087857.1,2.02E-09,1.01716073,0.015,0.009,7.39E-05,0.018213355,0.0089501,-1.739610038,-2.048172102
AC090114.2,3.03E-09,-0.801078371,0.015,0.022,0.000110979,0.019463579,0.03388744,-1.710777291,-1.469961239
AC090192.2,2.37E-73,-2.141996848,0.007,0.024,8.67E-69,0.016371348,0.072281755,-1.785915568,-1.140971313
AC090204.1,7.32E-235,0.685780807,0.232,0.115,2.68E-230,0.352541483,0.219117658,-0.452789772,-0.659322622
AC090340.1,6.57E-103,7.823187667,0.027,0,2.41E-98,0.02077826,3.39E-05,-1.682390826,-4.470384602
AC090515.4,8.58E-40,0.34210583,0.039,0.018,3.14E-35,0.027499212,0.021650346,-1.560679746,-1.664535161
AC090531.1,1.94E-38,-2.1202568,0.004,0.013,7.10E-34,0.00878315,0.038208526,-2.056349721,-1.417839714
AC090578.1,5.03E-58,0.331101123,0.054,0.024,1.84E-53,0.108092517,0.085882566,-0.966204369,-1.066094991
AC090579.1,2.22E-20,-1.509724689,0.021,0.033,8.11E-16,0.024976197,0.071115491,-1.602473682,-1.14803579
AC090825.1,1.94E-195,0.637522165,0.124,0.043,7.08E-191,0.18014889,0.115756433,-0.744368409,-0.936454864
AC091043.1,7.41E-12,-0.410325639,0.026,0.016,2.71E-07,0.022962126,0.030482783,-1.638987896,-1.515945383
AC091045.1,2.38E-15,-1.113124587,0.015,0.024,8.72E-11,0.020828246,0.045036107,-1.681347296,-1.346439158
AC091057.6,1.04E-13,0.291511933,0.032,0.021,3.82E-09,0.035587831,0.02903391,-1.44869848,-1.537094475
AC091078.1,5.17E-07,-0.45634873,0.006,0.01,0.018932077,0.014280631,0.019561189,-1.845252589,-1.708604749
AC091132.2,2.42E-34,-2.221674132,0.003,0.01,8.86E-30,0.004511445,0.021070656,-2.345684377,-1.676321938
AC091133.3,3.00E-13,0.520339891,0.016,0.009,1.10E-08,0.01145239,0.007939529,-1.94110387,-2.100205265
AC091153.3,1.30E-11,-0.205271649,0.016,0.009,4.76E-07,0.014931362,0.017177627,-1.825900583,-1.765036836
AC091563.1,3.39E-67,0.652570679,0.054,0.022,1.24E-62,0.044648429,0.028356624,-1.350193816,-1.547345476
AC091729.3,3.71E-16,-0.34357117,0.029,0.018,1.36E-11,0.02674697,0.0339044,-1.572725416,-1.469743932
AC091946.1,3.80E-16,0.444152368,0.025,0.014,1.39E-11,0.037313431,0.027381501,-1.428134812,-1.562542746
AC091978.1,1.40E-23,-0.350028283,0.025,0.012,5.12E-19,0.02438489,0.031046075,-1.612879195,-1.507993297
AC092120.3,1.52E-86,-1.57850101,0.033,0.066,5.55E-82,0.047791277,0.142730029,-1.320651369,-0.845484646
AC092139.1,1.27E-06,-0.858099441,0.008,0.012,0.046318751,0.008080347,0.014622162,-2.092570008,-1.834988415
AC092140.1,1.29E-06,-0.192858541,0.016,0.011,0.04726812,0.018771477,0.021419319,-1.726501549,-1.669194346
AC092142.1,4.16E-20,0.218935667,0.044,0.028,1.52E-15,0.058797378,0.050476465,-1.23064204,-1.296911069
AC092287.1,1.28E-60,-1.529630897,0.024,0.048,4.67E-56,0.029388869,0.084844253,-1.531817132,-1.071377568
AC092306.1,2.79E-07,-0.134625996,0.023,0.016,0.010222421,0.017443305,0.0191116,-1.758371214,-1.718702951
AC092329.4,2.38E-67,-1.307822755,0.103,0.145,8.71E-63,0.123624124,0.306040842,-0.907896771,-0.514220612
AC092422.1,2.39E-103,0.564758266,0.057,0.017,8.76E-99,0.076832003,0.051898159,-1.114457847,-1.284848049
AC092535.4,2.97E-11,-0.705648192,0.023,0.031,1.09E-06,0.030279007,0.049353335,-1.518858372,-1.306683499
AC092567.1,3.85E-08,-0.629405747,0.021,0.028,0.001409758,0.036229921,0.056015516,-1.440932612,-1.251691656
AC092650.1,2.55E-25,-1.113661267,0.018,0.03,9.34E-21,0.029612529,0.064061556,-1.528524503,-1.19340252
AC092683.1,2.48E-10,-0.525081585,0.054,0.066,9.06E-06,0.093832117,0.134994286,-1.027648485,-0.869684615
AC092691.1,1.89E-23,-0.52298396,0.027,0.042,6.93E-19,0.140456819,0.201794229,-0.852457173,-0.695091257
AC092723.4,5.03E-60,-2.192157444,0.003,0.014,1.84E-55,0.004362204,0.019960756,-2.360294043,-1.699823004
AC092747.4,8.71E-11,-0.151944445,0.02,0.012,3.19E-06,0.015882914,0.017609405,-1.799069809,-1.75425531
AC092868.2,1.51E-11,-1.134072265,0.015,0.022,5.53E-07,0.0195663,0.042925955,-1.708491293,-1.367280035
AC092902.4,9.65E-24,-0.912149633,0.117,0.141,3.53E-19,0.154339942,0.290420819,-0.811521667,-0.536972254
AC092910.3,1.72E-09,-0.768369746,0.038,0.048,6.30E-05,0.051871203,0.08832782,-1.28507368,-1.053902487
AC092919.1,2.30E-88,0.538472358,0.04,0.009,8.40E-84,0.030542921,0.020983464,-1.515089425,-1.678122814
AC093001.1,5.74E-36,-1.85267189,0.003,0.011,2.10E-31,0.006494065,0.023462899,-2.187483397,-1.629618327
AC093019.2,8.86E-16,-1.054832952,0.018,0.028,3.24E-11,0.02811709,0.058392823,-1.551029629,-1.233640529
