Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Epithelial.cells,Goblet.cells,logEpithelialcells,logGobletcells
KLB,1.90E-140,2.254835099,0.023,0.006,6.94E-136,0.010769189,0.051382457,-1.96781701,-1.289185132
AC004918.1,8.37E-249,2.24281649,0.052,0.015,3.06E-244,0.024596829,0.116404757,-1.609120879,-0.93402927
SHH,3.70E-193,2.238347276,0.03,0.007,1.36E-188,0.010969797,0.051744555,-1.959801399,-1.286135345
LINC02430,5.86E-82,2.236670053,0.011,0.002,2.15E-77,0.003520534,0.016575399,-2.453391516,-1.780536021
B4GALNT2,0,2.230135746,0.3,0.091,0,0.157943663,0.741019795,-0.801497794,-0.130170191
BNIP5,0,2.220201268,0.32,0.104,0,0.313540757,1.460952041,-0.503705997,0.164635959
AC008555.4,2.11E-230,2.217870796,0.028,0.005,7.72E-226,0.01079752,0.050213127,-1.966675968,-1.299182728
AC074011.1,1.46E-194,2.215791491,0.041,0.012,5.34E-190,0.024119504,0.112026189,-1.617631628,-0.950680438
PCA3,2.76E-225,2.215443949,0.038,0.01,1.01E-220,0.016258573,0.075491107,-1.788917574,-1.122104209
HIST1H3J,0,2.198082701,0.119,0.033,0,0.064110006,0.294162909,-1.193074181,-0.531412088
AL139807.1,0,2.195835309,0.122,0.034,0,0.069148625,0.316789621,-1.16021645,-0.499229055
MFSD4A,0,2.192203796,0.097,0.023,0,0.041667651,0.190404185,-1.380200982,-0.72032351
FOXA3,0,2.189602853,0.289,0.088,0,0.167295774,0.763151365,-0.77651503,-0.117389315
AGAP1-IT1,4.02E-155,2.188769631,0.023,0.005,1.47E-150,0.009133476,0.04162269,-2.039363908,-1.380669852
SYP,0,2.184831091,0.069,0.019,0,0.033696134,0.153188979,-1.472419929,-0.814772479
G6PC,0,2.175259604,0.181,0.061,0,0.140342543,0.633862337,-0.852810658,-0.198005053
TTC39A,0,2.171881187,0.175,0.046,0,0.083322878,0.375442963,-1.079235739,-0.425456032
RET,2.38E-109,2.171019702,0.011,0.002,8.71E-105,0.003739846,0.016823319,-2.427146322,-1.774088309
C3orf52,0,2.167654319,0.337,0.088,0,0.193272496,0.86833959,-0.713829945,-0.061310398
LINC00535,3.24E-120,2.167489668,0.04,0.016,1.18E-115,0.028540544,0.128196988,-1.544537747,-0.892122178
TBILA,0,2.160852549,0.05,0.012,0,0.022524505,0.100705859,-1.647344754,-0.996945262
AC108471.3,4.34E-53,2.15810731,0.011,0.003,1.59E-48,0.005237948,0.02335941,-2.2808388,-1.631538126
LRP8,0,2.155814333,0.103,0.021,0,0.048638749,0.216724923,-1.313017606,-0.664091143
XIST,0,2.153580382,0.183,0.046,0,0.145175451,0.645910854,-0.838106818,-0.189827417
AC105446.1,6.26E-190,2.152333006,0.026,0.006,2.29E-185,0.009855863,0.043794651,-2.006305331,-1.358578934
DLL4,0,2.151479666,0.101,0.022,0,0.046432102,0.206270816,-1.333181654,-0.685562214
AC114291.2,0,2.145572254,0.051,0.012,0,0.020142267,0.08910367,-1.695891649,-1.05010441
LINC00111,1.99E-139,2.134760721,0.025,0.007,7.30E-135,0.009907465,0.043490432,-2.004037444,-1.361606274
GNA14-AS1,4.79E-288,2.130907358,0.045,0.011,1.75E-283,0.021405867,0.093736465,-1.669467171,-1.028091427
SCN8A,0,2.128306611,0.1,0.023,0,0.046771827,0.204468534,-1.330015666,-0.689373517
MCF2L,0,2.123776795,0.239,0.068,0,0.135540618,0.590711427,-0.867930539,-0.228624628
AC079336.4,1.07E-227,2.121585619,0.061,0.021,3.93E-223,0.029119404,0.126699561,-1.535817518,-0.897224889
ANGPTL4,0,2.117416809,0.214,0.069,0,0.20380314,0.884315043,-0.690789129,-0.053392987
U73166.1,1.62E-159,2.11727966,0.023,0.005,5.94E-155,0.007936313,0.034413663,-2.100381205,-1.463269103
DHDH,0,2.108800657,0.154,0.042,0,0.071887048,0.310052038,-1.143349348,-0.50856541
SLX1A,0,2.098663449,0.048,0.012,0,0.014812821,0.063424702,-1.829362233,-1.197741566
AP003390.1,5.61E-71,2.089721855,0.011,0.003,2.05E-66,0.004221168,0.01794743,-2.374567317,-1.745997735
HID1,0,2.083797534,0.33,0.09,0,0.168966308,0.716263921,-0.772199886,-0.144926924
RASA4B,1.03E-153,2.079924245,0.024,0.006,3.77E-149,0.009245615,0.039068204,-2.034064207,-1.40817655
SUSD2,0,2.079488927,0.119,0.026,0,0.052486422,0.221816901,-1.279953032,-0.654005367
GNG4,0,2.075978168,0.154,0.041,0,0.070421138,0.296895819,-1.152296961,-0.527395918
AC068658.1,2.87E-90,2.072797819,0.023,0.008,1.05E-85,0.010467126,0.044014353,-1.980172548,-1.356405675
FAM174B,0,2.072297745,0.208,0.058,0,0.108214209,0.455080253,-0.965715712,-0.341912009
LINC02320,0,2.067853967,0.087,0.019,0,0.045751086,0.19179603,-1.339598594,-0.717160387
GSDMA,1.70E-63,2.067041482,0.01,0.002,6.21E-59,0.003624064,0.015164631,-2.440804159,-1.819168157
LINC02200,5.24E-104,2.062979086,0.013,0.003,1.92E-99,0.004783836,0.019967927,-2.320223726,-1.699667013
CCDC192,8.84E-136,2.060704736,0.036,0.012,3.23E-131,0.021110106,0.088047962,-1.675509592,-1.055280691
AC005920.2,1.26E-272,2.060237393,0.071,0.024,4.61E-268,0.03758453,0.156726826,-1.424990873,-0.80485666
AC002069.2,0,2.059989503,0.104,0.029,0,0.063203542,0.263526885,-1.19925858,-0.579175072
AC114760.2,0,2.055837817,0.067,0.019,0,0.030763867,0.127890148,-1.511959076,-0.893162909
AL024508.2,0,2.055065105,0.073,0.021,0,0.027945982,0.11611157,-1.553680623,-0.935124502
AC053503.2,1.04E-94,2.053465911,0.016,0.004,3.79E-90,0.00552142,0.022898068,-2.257949217,-1.640201161
SIDT1,0,2.049823815,0.409,0.141,0,0.413364943,1.711538335,-0.383666358,0.233386631
FAM166C,2.84E-116,2.047565499,0.012,0.002,1.04E-111,0.004542966,0.018759388,-2.342660502,-1.726781338
AC090236.2,7.66E-155,2.040694046,0.022,0.005,2.80E-150,0.007960584,0.03273156,-2.099055091,-1.485033295
LINC02826,3.66E-188,2.03532199,0.029,0.007,1.34E-183,0.013415321,0.05496945,-1.872398946,-1.259878606
AC004870.2,2.22E-67,2.032679666,0.016,0.005,8.13E-63,0.008911684,0.036441503,-2.050040209,-1.438403715
KCNH8,0,2.030624262,0.223,0.065,0,0.175392803,0.716600778,-0.755988231,-0.144722725
AC098818.2,2.83E-59,2.028903443,0.015,0.005,1.04E-54,0.00591902,0.024133204,-2.227750191,-1.617385007
AL121974.1,0,2.02888123,0.15,0.033,0,0.071541186,0.291929192,-1.145443865,-0.534722475
FGFRL1,0,2.026378861,0.077,0.02,0,0.034139679,0.139056534,-1.466740566,-0.856808601
KAZALD1,0,2.023469017,0.127,0.034,0,0.060042827,0.244088133,-1.221538865,-0.612453334
ARHGEF10,0,2.023171164,0.082,0.02,0,0.037737009,0.153369872,-1.423232527,-0.814259945
CCL24,0,2.012321675,0.042,0.005,0,0.01714058,0.069128051,-1.765974476,-1.160345685
TCIM,0,2.011307179,0.18,0.068,0,0.146314413,0.589840282,-0.834712891,-0.229265571
AC097468.1,1.05E-70,2.010012272,0.011,0.003,3.85E-66,0.005293036,0.021297188,-2.276295181,-1.671677736
AL354993.2,5.62E-286,2.008543707,0.042,0.01,2.06E-281,0.017500457,0.070395182,-1.7569506,-1.152457062
HEPACAM2,0,1.998815145,0.448,0.103,0,0.522529214,2.088378352,-0.281889424,0.319809183
ZNF341-AS1,1.64E-159,1.996574142,0.031,0.009,5.99E-155,0.012581238,0.050182906,-1.900276614,-1.299444191
HPCAL1,0,1.993694833,0.606,0.262,0,0.689568337,2.746222122,-0.161422688,0.438735661
ENTPD8,0,1.992047648,0.368,0.098,0,0.239863113,0.954155576,-0.620036533,-0.020380808
SCNN1A,0,1.991946223,0.462,0.121,0,0.358915806,1.427648248,-0.445007415,0.154621217
LINC02057,0,1.989158528,0.092,0.028,0,0.049238534,0.195456781,-1.307694889,-0.708949257
HSPA2,0,1.986342492,0.121,0.03,0,0.058548914,0.231966164,-1.232481156,-0.634575359
ZG16B,0,1.985035263,0.227,0.069,0,0.135762506,0.537423277,-0.867220155,-0.269683527
AC011383.1,9.04E-58,1.983595174,0.011,0.003,3.31E-53,0.006181128,0.024422002,-2.208932297,-1.612218739
SELENOM,0,1.982521131,0.324,0.067,0,0.313802742,1.240072317,-0.503343266,0.093447013
SLC12A1,2.54E-108,1.978999348,0.014,0.003,9.30E-104,0.004711317,0.018549879,-2.326857644,-1.731658922
AL139022.1,1.84E-275,1.978680643,0.051,0.014,6.74E-271,0.023574082,0.092890053,-1.627565204,-1.032030789
PRAP1,5.90E-110,1.975296873,0.487,0.539,2.16E-105,6.215164306,24.43857126,0.793452614,1.388075812
MBOAT2,0,1.970484023,0.437,0.139,0,0.48770584,1.9112939,-0.311842044,0.281327474
CRIP1,0,1.963445838,0.569,0.419,0,3.296383692,12.85562096,0.518037757,1.109093059
FBXO16,0,1.963371192,0.065,0.017,0,0.032284239,0.125876169,-1.491009444,-0.900056481
AC105290.1,3.98E-77,1.956856186,0.014,0.004,1.45E-72,0.00658285,0.025532102,-2.181586043,-1.592913432
F3,0,1.953555968,0.113,0.04,0,0.073619819,0.285126622,-1.133005257,-0.544962231
AC011246.1,0,1.953021122,0.037,0.007,0,0.022501664,0.087099358,-1.647785362,-1.059985049
AQP4-AS1,1.20E-151,1.949719202,0.019,0.004,4.38E-147,0.008459972,0.032657155,-2.072631068,-1.486021655
LRRC31,0,1.948728471,0.164,0.053,0,0.098750239,0.381185962,-1.005461844,-0.418863102
LINC01970,1.31E-207,1.94323178,0.033,0.008,4.81E-203,0.015179159,0.058350113,-1.818752288,-1.233958295
FAXDC2,0,1.940051185,0.087,0.024,0,0.055875193,0.214380019,-1.252780964,-0.668815695
GPR153,0,1.936508303,0.156,0.052,0,0.09562956,0.366025085,-1.019407842,-0.43648915
AC109446.3,1.69E-159,1.93374358,0.02,0.004,6.20E-155,0.007964946,0.030405712,-2.098817161,-1.517044819
AL035693.1,1.38E-75,1.930985523,0.023,0.008,5.07E-71,0.01142502,0.043541338,-1.942143046,-1.361098227
ARHGAP22,4.77E-140,1.929750471,0.016,0.003,1.75E-135,0.008760104,0.03335099,-2.057490748,-1.476891269
ASAP3,0,1.927546655,0.082,0.025,0,0.044179904,0.16803967,-1.354775227,-0.774588179
CDH11,3.31E-51,1.927527143,0.013,0.004,1.21E-46,0.009320878,0.035432751,-2.03054317,-1.450595128
HES2,0,1.923638556,0.1,0.031,0,0.049388307,0.187344511,-1.306375858,-0.727359027
KLK12,5.31E-139,1.9195566,0.019,0.004,1.94E-134,0.009205789,0.034801851,-2.035938976,-1.458397661
AC079160.1,2.61E-266,1.915705297,0.067,0.023,9.54E-262,0.052608293,0.198465802,-1.278945792,-0.702314317
SULT1A2,0,1.915488115,0.264,0.098,0,0.227595076,0.858558558,-0.642837138,-0.066230078
LINC01237,0,1.912640469,0.094,0.018,0,0.052538066,0.19778012,-1.279525915,-0.703817363
NXPE2,0,1.891553876,0.108,0.033,0,0.06856459,0.254373547,-1.16390012,-0.594528055
LINC01006,0,1.890590956,0.304,0.122,0,0.248615808,0.921810435,-0.60447126,-0.03535838
KDELR3,0,1.889522268,0.141,0.038,0,0.0644413,0.238738212,-1.190835705,-0.622078063
AL023581.1,3.92E-47,1.889230693,0.01,0.003,1.43E-42,0.004380644,0.016202677,-2.358462085,-1.79041322
DCDC2,0,1.879912797,0.052,0.013,0,0.02686304,0.098845116,-1.570844846,-1.005044787
CCDC149,0,1.879881398,0.156,0.052,0,0.089778659,0.330400632,-1.046826884,-0.480959131
AL109936.2,1.37E-58,1.875216254,0.016,0.005,5.02E-54,0.007283843,0.026696109,-2.13763944,-1.573552038
GK-AS1,3.42E-248,1.872547046,0.042,0.011,1.25E-243,0.018491543,0.067686851,-1.73302685,-1.169495688
AL022322.2,4.78E-68,1.871771295,0.014,0.004,1.75E-63,0.005231673,0.019121747,-2.281359406,-1.718472437
KREMEN1,0,1.870728667,0.21,0.072,0,0.142334813,0.520517724,-0.846688864,-0.283564478
SLC28A3,0,1.868189026,0.093,0.028,0,0.047759338,0.174331653,-1.320941698,-0.758623751
RGS6,7.95E-137,1.858845848,0.032,0.01,2.91E-132,0.028150974,0.102083006,-1.550506581,-0.991046551
DYRK4,0,1.858534935,0.187,0.066,0,0.112350699,0.407402217,-0.949424222,-0.389976612
NAALADL1,0,1.857592081,0.27,0.107,0,0.258430927,0.936534114,-0.587655515,-0.028476399
AC099778.1,0,1.857277843,0.07,0.021,0,0.030361125,0.109979953,-1.517682141,-0.958686469
GFI1,0,1.846927986,0.043,0.005,0,0.023005484,0.082732709,-1.638168619,-1.082322754
CCNJL,0,1.844022075,0.123,0.039,0,0.072575208,0.260526153,-1.139211708,-0.584148673
AP001554.1,1.10E-99,1.84109606,0.023,0.007,4.04E-95,0.009098144,0.032571217,-2.041047203,-1.48716601
LINC02663,4.77E-48,1.841036527,0.01,0.003,1.75E-43,0.004525708,0.016188327,-2.344313475,-1.790798035
CCDC40,1.21E-175,1.834677682,0.034,0.01,4.45E-171,0.016007893,0.057072899,-1.795665835,-1.243570068
C15orf65,9.91E-239,1.83454159,0.049,0.014,3.63E-234,0.022743813,0.081091712,-1.643136733,-1.091023533
GPRIN2,0,1.833830237,0.098,0.033,0,0.053895363,0.19210146,-1.268448596,-0.716469335
AC233296.1,5.35E-60,1.832199219,0.016,0.006,1.96E-55,0.012965739,0.04614236,-1.887202723,-1.3359002
ZBTB7C,0,1.831981827,0.34,0.138,0,0.316661195,1.127369603,-0.499405153,0.052066321
CDC42EP3,0,1.830736671,0.111,0.028,0,0.077067308,0.274116797,-1.11312981,-0.562064352
PLA2G6,0,1.826628262,0.172,0.06,0,0.100004356,0.354696485,-0.999981083,-0.450143116
COL16A1,0,1.825051745,0.125,0.045,0,0.077038699,0.272937191,-1.11329106,-0.563937283
PDZRN3,0,1.823036781,0.261,0.087,0,0.25341758,0.896629098,-0.596163261,-0.047387171
AC113143.3,5.73E-125,1.820180657,0.027,0.008,2.10E-120,0.013548008,0.04781526,-1.868124554,-1.320433483
LINC01031,1.70E-123,1.818902044,0.023,0.006,6.22E-119,0.012350679,0.043548526,-1.90830917,-1.36102654
SLFNL1,1.04E-281,1.817891331,0.072,0.024,3.80E-277,0.04093453,0.144294788,-1.387910197,-0.840749355
DPYSL2,0,1.817467507,0.2,0.052,0,0.141020128,0.497016039,-0.850718894,-0.303629596
AC034139.1,2.22E-281,1.817436413,0.069,0.023,8.13E-277,0.033632025,0.118511284,-1.473246984,-0.926240298
AL035071.2,4.37E-104,1.811176638,0.031,0.012,1.60E-99,0.015423626,0.054099513,-1.811813517,-1.266806646
AC020916.1,0,1.808277929,0.204,0.066,0,0.15258402,0.534359428,-0.816490947,-0.272166524
AC068389.3,5.71E-55,1.804420752,0.011,0.003,2.09E-50,0.005138119,0.017920385,-2.289195835,-1.746652654
FANK1,0,1.803248347,0.128,0.046,0,0.077221232,0.269479564,-1.112263276,-0.569474164
RSKR,9.53E-255,1.801620264,0.047,0.013,3.49E-250,0.021679017,0.075549005,-1.66396042,-1.12177125
NFATC4,1.97E-112,1.790903002,0.023,0.007,7.19E-108,0.011869141,0.041044213,-1.925580715,-1.38674807
AC018946.1,1.79E-40,1.790408272,0.011,0.004,6.57E-36,0.005177094,0.017881477,-2.28591396,-1.747596616
UBXN10,3.13E-106,1.788156028,0.024,0.007,1.15E-101,0.012608057,0.043518052,-1.899351845,-1.361330549
RIMS3,2.80E-157,1.785116359,0.026,0.006,1.03E-152,0.012846576,0.044248395,-1.89121261,-1.35410248
SMCR5,7.91E-50,1.783688595,0.019,0.008,2.89E-45,0.009119608,0.031372424,-2.040023811,-1.503451918
TSC22D1-AS1,1.15E-87,1.781522662,0.027,0.01,4.22E-83,0.016139706,0.055459591,-1.792104385,-1.256023338
IQCM,0,1.781522272,0.256,0.108,0,0.320588017,1.102118573,-0.494052715,0.042228321
AL353759.1,5.26E-221,1.774800059,0.049,0.015,1.93E-216,0.026276949,0.089890208,-1.580425064,-1.046287615
ARVCF,3.03E-171,1.771473855,0.035,0.01,1.11E-166,0.019718753,0.067293228,-1.705120561,-1.172028638
TLL2,3.40E-130,1.771304516,0.023,0.006,1.24E-125,0.01573308,0.053679732,-1.803186254,-1.270189661
AGR2,0,1.768686573,0.829,0.638,0,5.223435008,17.7984935,0.717956195,1.250383244
CALN1,3.38E-150,1.768199036,0.032,0.009,1.24E-145,0.018701202,0.063674462,-1.728130485,-1.196034718
AL358472.4,1.66E-71,1.767596467,0.02,0.007,6.09E-67,0.00799004,0.027177817,-2.09745107,-1.565785422
AL590560.3,1.07E-38,1.764728929,0.011,0.004,3.91E-34,0.006767414,0.022969141,-2.169577252,-1.638855255
GABRA2,0,1.761206047,0.1,0.029,0,0.051718997,0.175290491,-1.286349903,-0.756241643
LINC01301,6.13E-248,1.75624768,0.059,0.019,2.24E-243,0.029612124,0.100007816,-1.528530439,-0.999966055
WIPI1,0,1.754928177,0.32,0.115,0,0.254847376,0.860106749,-0.593719834,-0.065447645
C2CD4A,3.66E-93,1.751608364,0.017,0.004,1.34E-88,0.008103198,0.02725875,-2.091343526,-1.56449406
SH3RF3,0,1.749907642,0.088,0.017,0,0.057982487,0.194989091,-1.236703163,-0.709989685
SLC10A1,1.11E-81,1.748938783,0.042,0.02,4.05E-77,0.027901336,0.093752023,-1.554375004,-1.028019351
CCL20,0,1.747572336,0.108,0.041,0,0.172330405,0.578645984,-0.76363809,-0.237587056
B4GALT4-AS1,2.04E-113,1.74711629,0.035,0.013,7.46E-109,0.020326805,0.06820689,-1.691930875,-1.166171751
AKAP5,0,1.743242478,0.057,0.015,0,0.03338397,0.111737507,-1.476462024,-0.951801023
GSE1,0,1.738096413,0.414,0.179,0,0.438099966,1.461450618,-0.358426781,0.164784145
PLCB4,0,1.737983559,0.459,0.205,0,0.756046649,2.521906648,-0.121451407,0.401729006
GXYLT2,0,1.735164845,0.18,0.06,0,0.112029728,0.372938858,-0.950666719,-0.428362363
PTCH1,0,1.734954542,0.119,0.037,0,0.074265012,0.247177457,-1.129215744,-0.606991141
LINC02562,4.92E-142,1.734416292,0.045,0.017,1.80E-137,0.022006687,0.073198354,-1.657445342,-1.135498684
IFI27,0,1.731680642,0.746,0.318,0,2.500534521,8.304609513,0.398032855,0.919319217
AL008633.1,0,1.731305723,0.111,0.031,0,0.083738457,0.278007468,-1.077075043,-0.555943538
CKAP4,0,1.730978452,0.278,0.104,0,0.211779636,0.702980774,-0.674115802,-0.153056553
ZP2,3.11E-74,1.7282154,0.01,0.002,1.14E-69,0.003885169,0.012844384,-2.410590101,-1.891286709
BRSK1,1.76E-217,1.727397193,0.03,0.006,6.44E-213,0.015673776,0.051872672,-1.804826362,-1.285061377
AC010719.1,6.63E-98,1.725513832,0.014,0.003,2.43E-93,0.007704546,0.025450855,-2.113252948,-1.594297631
AL513365.2,2.76E-32,1.725480159,0.014,0.006,1.01E-27,0.008814009,0.029119146,-2.05482649,-1.535821369
PRRT2,6.97E-95,1.725094282,0.025,0.009,2.55E-90,0.013509946,0.04463619,-1.8693464,-1.350312878
ARHGEF28,0,1.725044806,0.289,0.127,0,0.246706644,0.815560543,-0.607819154,-0.088543793
RAB27A,0,1.724919873,0.383,0.14,0,0.390361365,1.290357501,-0.408533172,0.110710051
MXRA7,0,1.72450079,0.056,0.015,0,0.026757764,0.088397313,-1.572550184,-1.053560937
LGALS9B,2.29E-89,1.724159983,0.044,0.021,8.38E-85,0.033399527,0.110319991,-1.476259677,-0.957345782
HLA-DMB,0,1.720784759,0.174,0.056,0,0.108626024,0.358020382,-0.964066115,-0.446092249
AC104211.1,6.18E-119,1.718380753,0.039,0.015,2.26E-114,0.023361217,0.076845981,-1.631504545,-1.11437884
AC074212.1,1.34E-161,1.716613973,0.047,0.017,4.91E-157,0.028562164,0.093845515,-1.544208884,-1.027586478
AC067930.8,8.49E-87,1.71546707,0.018,0.005,3.11E-82,0.008151918,0.026743047,-2.088740199,-1.572789115
AC025263.1,6.51E-112,1.715336356,0.023,0.007,2.38E-107,0.009285899,0.03046431,-2.032176023,-1.516208649
CYP1B1-AS1,0,1.715005905,0.092,0.03,0,0.055124117,0.180943268,-1.258658351,-0.74245757
CBR3,2.10E-262,1.714003635,0.099,0.042,7.67E-258,0.05874324,0.192690826,-1.2310421,-0.715138961
CDSN,5.93E-123,1.7122501,0.024,0.007,2.17E-118,0.011082336,0.036285507,-1.955368675,-1.440266801
COLCA2,0,1.708425032,0.105,0.036,0,0.063360119,0.207035102,-1.198184015,-0.683956015
NPIPB15,0,1.708336923,0.164,0.063,0,0.10863158,0.354962301,-0.964043905,-0.449817768
SERTAD4,1.20E-115,1.707635257,0.03,0.01,4.39E-111,0.015100287,0.049293084,-1.82101481,-1.307214006
AL355075.4,3.34E-199,1.704459423,0.056,0.02,1.22E-194,0.036573659,0.119167756,-1.436831589,-0.923841239
LGALS2,0,1.701445114,0.415,0.318,0,1.174068397,3.818354011,0.069693398,0.581876191
MUC5B,0,1.699615168,0.309,0.109,0,0.385131785,1.250934761,-0.414390638,0.097234661
SLC25A30-AS1,1.40E-49,1.698817333,0.014,0.005,5.12E-45,0.007992634,0.025918484,-2.097310091,-1.586390401
AC073934.1,1.36E-124,1.697607949,0.026,0.008,4.97E-120,0.012504219,0.040530622,-1.902943426,-1.39221673
APOM,0,1.694301524,0.086,0.028,0,0.040560186,0.131232485,-1.39190006,-0.881958646
SLC13A1,0,1.692667603,0.139,0.046,0,0.09825591,0.317587537,-1.007641317,-0.498136548
LINC02355,1.45E-31,1.6923099,0.011,0.005,5.29E-27,0.006541831,0.021112988,-2.184300657,-1.675450303
AC087276.2,1.23E-129,1.691607228,0.033,0.011,4.50E-125,0.017943607,0.057932282,-1.746090247,-1.237079362
TSTA3,0,1.686566216,0.456,0.208,0,0.414173728,1.333153798,-0.382817453,0.124880254
MYCBPAP,1.05E-65,1.685787991,0.01,0.002,3.86E-61,0.00534529,0.017168052,-2.272028767,-1.76527899
LIPH,0,1.684138982,0.534,0.252,0,0.678944955,2.181751164,-0.168165435,0.338805216
LEAP2,0,1.672357592,0.168,0.061,0,0.120812297,0.385042282,-0.917888858,-0.414491578
RGL3,8.45E-202,1.664457636,0.036,0.009,3.09E-197,0.022996599,0.072868979,-1.638336396,-1.137457316
METTL27,2.06E-294,1.662583516,0.084,0.031,7.53E-290,0.045986243,0.145555605,-1.337372067,-0.836971067
AC136604.2,1.21E-110,1.661378479,0.04,0.016,4.43E-106,0.019409586,0.061367116,-1.711983738,-1.212064284
EGFL7,2.50E-214,1.659034638,0.028,0.006,9.14E-210,0.015832845,0.049971882,-1.800441036,-1.301274292
IL1R2,0,1.654776557,0.107,0.035,0,0.083233837,0.262052933,-1.079700085,-0.581610974
NXPE1,0,1.653695874,0.443,0.198,0,1.019726549,3.208424642,0.008483726,0.506291843
SYT17,0,1.652274492,0.114,0.037,0,0.070812758,0.222555729,-1.149888489,-0.652561222
MUC4,0,1.650319241,0.385,0.165,0,0.642142131,2.015674805,-0.192368835,0.304420467
AC005837.1,4.32E-105,1.650313324,0.025,0.008,1.58E-100,0.014088508,0.04419488,-1.851134994,-1.354628045
SLC39A11,0,1.649323232,0.517,0.243,0,0.656536327,2.059436307,-0.182741239,0.313748365
LINC00299,0,1.648388074,0.127,0.041,0,0.079910805,0.250477705,-1.097394495,-0.601230925
AL021155.5,0,1.647593776,0.093,0.029,0,0.065743681,0.205952703,-1.182145982,-0.686232503
NEURL1,0,1.646340834,0.333,0.089,0,0.323017832,1.011141422,-0.490773502,0.004811902
AC110760.1,1.32E-111,1.645771222,0.021,0.006,4.85E-107,0.010750034,0.033609202,-1.968590155,-1.473541803
SLC7A11,0,1.645638779,0.088,0.028,0,0.060194535,0.188311211,-1.220442938,-0.725123824
SGSM3,0,1.645323503,0.322,0.137,0,0.256895264,0.803585327,-0.590243902,-0.094968002
AC005920.1,3.71E-166,1.641515593,0.053,0.02,1.36E-161,0.034425427,0.107375719,-1.463120662,-0.969093914
SYTL1,0,1.633652161,0.09,0.017,0,0.050735643,0.157401963,-1.294686833,-0.802989855
AC009163.1,6.89E-218,1.631366443,0.073,0.029,2.52E-213,0.045234378,0.140109433,-1.34453138,-0.853532624
AP000692.2,2.43E-49,1.630103218,0.016,0.006,8.88E-45,0.009017571,0.027883017,-2.044910408,-1.554660237
APOC3,0,1.629921636,0.396,0.202,0,5.123147337,15.85591613,0.709536846,1.20019134
AL357075.4,2.23E-41,1.626960876,0.013,0.005,8.18E-37,0.006638358,0.020473758,-2.177939302,-1.688802436
AC073114.1,5.09E-33,1.625826166,0.01,0.004,1.86E-28,0.009074122,0.027974845,-2.042195376,-1.553232305
KCNK6,0,1.625029875,0.214,0.079,0,0.147368838,0.454527429,-0.83159434,-0.342439903
