Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Epithelial.cells,Goblet.cells,log(Epithelialcells),log(Gobletcells)
AC138305.1,7.52E-07,2.485432542,0.034,0.016,0.027518169,0.02648332,0.147507839,-1.577027566,-0.831184899
AC087280.2,9.83E-08,2.477535204,0.064,0.036,0.003597189,0.046851257,0.260136019,-1.329278754,-0.584799511
ARHGAP31,4.48E-39,2.466538973,0.087,0.025,1.64E-34,0.088381121,0.487696423,-1.053640495,-0.31185043
SLC12A8,1.39E-21,2.457849218,0.212,0.134,5.07E-17,0.16667036,0.914881231,-0.778141626,-0.038635282
C3orf52,1.00E-88,2.44926844,0.285,0.11,3.67E-84,0.315257343,1.720942299,-0.501334789,0.235766309
FKBP5,5.86E-21,2.44792337,0.068,0.025,2.15E-16,0.057182547,0.311203841,-1.242736501,-0.506955052
PRKCG,9.84E-16,2.439488087,0.051,0.019,3.60E-11,0.042777526,0.231244526,-1.368784335,-0.63592854
SH3GL2,2.26E-18,2.427415889,0.065,0.025,8.27E-14,0.051400707,0.275696859,-1.28903091,-0.559568181
NQO1,6.22E-14,2.374890563,0.145,0.09,2.28E-09,0.113779013,0.589362529,-0.943937839,-0.22961748
MYOCD,1.23E-30,2.373217395,0.063,0.018,4.51E-26,0.07625063,0.394245618,-1.117756565,-0.404233125
TCEA3,4.59E-41,2.366287401,0.279,0.162,1.68E-36,0.243915641,1.25685404,-0.61276035,0.099284845
F3,1.03E-28,2.343103769,0.158,0.077,3.78E-24,0.132031154,0.669110103,-0.879323581,-0.174502413
FRY,7.28E-50,2.336248402,0.112,0.033,2.66E-45,0.106976279,0.539409964,-0.970712514,-0.268081035
TTC39A,1.07E-13,2.334026016,0.123,0.071,3.90E-09,0.090120359,0.453589014,-1.045177087,-0.343337472
WNK4,7.83E-13,2.325693725,0.12,0.071,2.87E-08,0.093658178,0.468707127,-1.028454294,-0.329098443
KCTD8,4.04E-08,2.317251779,0.026,0.01,0.001478927,0.032827039,0.162795955,-1.483768286,-0.788356389
DTNA,6.57E-10,2.303621364,0.156,0.109,2.40E-05,0.261036716,1.287917659,-0.583298403,0.109888098
IL4R,3.02E-23,2.295805476,0.141,0.071,1.10E-18,0.110964794,0.544059156,-0.954814789,-0.264353876
FAM149A,2.60E-20,2.292280329,0.197,0.122,9.50E-16,0.176631742,0.864385489,-0.752931247,-0.063292533
SEL1L3,4.74E-42,2.287269745,0.321,0.198,1.73E-37,0.322125575,1.57158675,-0.491974793,0.196338359
SLC39A11,6.46E-61,2.283027553,0.431,0.285,2.36E-56,0.59494274,2.894766099,-0.225524831,0.461613478
STYK1,1.68E-08,2.282592851,0.033,0.014,0.000615629,0.021667986,0.104616182,-1.664181445,-0.980401135
ANKFN1,6.78E-07,2.266568565,0.013,0.004,0.024811232,0.008163779,0.038471732,-2.088108773,-1.414858257
PLEKHG1,3.10E-41,2.265008433,0.209,0.1,1.14E-36,0.238805608,1.147025826,-0.621955479,0.059573196
PDZRN3,2.27E-86,2.249181379,0.455,0.263,8.33E-82,0.82576054,3.924961689,-0.083145875,0.593835422
CASR,7.54E-17,2.248631321,0.025,0.006,2.76E-12,0.024068475,0.113569684,-1.61855142,-0.944737583
MYO5C,1.77E-16,2.243988901,0.201,0.134,6.49E-12,0.198412552,0.939078604,-0.702430857,-0.027298054
IL13RA1,2.29E-41,2.241299141,0.245,0.129,8.38E-37,0.200280948,0.94616198,-0.698360362,-0.024034508
CACNA2D2,1.93E-12,2.240296953,0.033,0.011,7.08E-08,0.018107887,0.084746989,-1.742132213,-1.071875721
PROX1,5.95E-22,2.238583279,0.083,0.032,2.18E-17,0.07165881,0.33737003,-1.144730409,-0.4718935
FAM83E,2.07E-14,2.233903769,0.159,0.1,7.59E-10,0.147148581,0.691382419,-0.83224392,-0.160281668
VSIG2,7.29E-16,2.229297642,0.053,0.019,2.67E-11,0.035641283,0.166311732,-1.448046666,-0.779077114
NPDC1,9.17E-18,2.223300571,0.101,0.048,3.36E-13,0.106857873,0.498171546,-0.971193473,-0.302621082
SSTR2,1.16E-14,2.220170819,0.04,0.014,4.26E-10,0.032620001,0.151179763,-1.486516028,-0.820506341
GAS2L3,1.27E-60,2.214601895,0.365,0.207,4.65E-56,0.541321281,2.511748561,-0.266544899,0.399976162
KRT20,2.82E-23,2.210932128,0.186,0.104,1.03E-18,0.454504505,2.103425977,-0.342461808,0.322927233
RAP1GAP2,1.25E-46,2.194843011,0.311,0.18,4.57E-42,0.448850308,2.05420171,-0.347898473,0.312643086
CASZ1,1.65E-17,2.189590377,0.208,0.138,6.04E-13,0.210863258,0.961093399,-0.675999088,-0.017234406
MGLL,3.28E-101,2.188436609,0.312,0.12,1.20E-96,0.318970255,1.453088268,-0.496249815,0.162291996
CADPS,1.14E-101,2.177630879,0.163,0.039,4.17E-97,0.231288218,1.045556474,-0.63584649,0.019347495
STK10,1.59E-16,2.168642339,0.109,0.055,5.81E-12,0.119214402,0.535173071,-0.923671275,-0.271505748
PLCB4,6.48E-56,2.147313765,0.322,0.174,2.37E-51,0.420331346,1.861261056,-0.376408221,0.26980729
GNA15,1.07E-08,2.142222808,0.022,0.007,0.000391537,0.014658934,0.06389449,-1.833897623,-1.194536592
ARFGEF3,5.15E-33,2.132425729,0.172,0.081,1.89E-28,0.174790521,0.765559581,-0.757482124,-0.116021004
LPIN1,6.34E-07,2.124320887,0.108,0.074,0.023218072,0.102574303,0.446404793,-0.988961424,-0.350271151
C12orf42,2.87E-11,2.106493714,0.02,0.005,1.05E-06,0.015278592,0.064978565,-1.815916674,-1.187229884
RAB27B,1.41E-08,2.104318113,0.112,0.072,0.000516623,0.124181574,0.533156132,-0.905942838,-0.273145591
CDH13,1.11E-57,2.098145735,0.146,0.046,4.05E-53,0.247094939,1.057140515,-0.607136149,0.024132718
L1TD1,7.66E-17,2.097028919,0.042,0.013,2.81E-12,0.028825059,0.122503423,-1.540229795,-0.911851777
RAB26,4.96E-46,2.096185067,0.282,0.152,1.82E-41,0.320967845,1.371567342,-0.493538474,0.137217136
STARD9,2.35E-24,2.093145324,0.07,0.024,8.61E-20,0.082922892,0.352994903,-1.081325562,-0.452231566
FAM174B,7.74E-19,2.088760852,0.165,0.096,2.83E-14,0.143160916,0.608163126,-0.844175532,-0.215979915
GNA14-AS1,5.72E-07,2.073334874,0.028,0.012,0.020924496,0.024008995,0.100224802,-1.619626015,-0.999024795
GABRA2,2.53E-22,2.073037295,0.109,0.048,9.25E-18,0.106165926,0.44589697,-0.97401485,-0.350765478
AL022068.1,9.06E-12,2.066673714,0.05,0.021,3.32E-07,0.052108555,0.217473657,-1.283090968,-0.662593342
DNAJC12,1.26E-26,2.060595788,0.089,0.033,4.63E-22,0.062226193,0.258762285,-1.20602677,-0.587099022
IGDCC4,5.68E-07,2.049199165,0.047,0.025,0.020804984,0.042459038,0.174907778,-1.372029853,-0.757190877
DOP1B,2.40E-23,2.042175617,0.243,0.157,8.78E-19,0.268345324,1.104403253,-0.571305969,0.043127677
TFCP2L1,3.49E-09,2.038180242,0.053,0.025,0.00012759,0.052354175,0.214212294,-1.28104868,-0.669155607
HSPA2,9.53E-37,2.035769144,0.122,0.045,3.49E-32,0.100578897,0.411594389,-0.997493133,-0.385530554
FAM110C,4.50E-08,2.035489153,0.075,0.043,0.001647191,0.048537633,0.198165095,-1.313921404,-0.702972839
FOXA3,7.75E-27,2.035412626,0.272,0.181,2.84E-22,0.257133724,1.053273269,-0.58984096,0.022541062
RASEF,2.33E-08,2.019658271,0.192,0.146,0.000851358,0.290106687,1.175525781,-0.537442261,0.070232158
GNG4,3.52E-12,2.018816123,0.15,0.098,1.29E-07,0.158036272,0.639622459,-0.801243224,-0.194076296
DUSP10,1.46E-21,2.018664648,0.047,0.013,5.35E-17,0.037130104,0.149633073,-1.43027383,-0.824972404
FAM107B,1.62E-22,2.015698387,0.3,0.219,5.91E-18,0.395189849,1.597232619,-0.40319422,0.203368171
OSBPL6,7.96E-17,2.012463228,0.08,0.035,2.91E-12,0.078521241,0.315988517,-1.105012845,-0.500328699
SLC41A2,4.73E-13,2.003063733,0.056,0.024,1.73E-08,0.049611137,0.198044512,-1.304420817,-0.703237188
KCNH8,8.51E-20,1.999308733,0.091,0.04,3.12E-15,0.093138528,0.371553592,-1.03087063,-0.429978535
PRSS1,1.07E-13,1.994175609,0.012,0.002,3.92E-09,0.011740841,0.045951894,-1.930300785,-1.337696583
LGALS4,9.43E-198,1.993622983,0.779,0.514,3.45E-193,5.152660239,20.51891634,0.712031506,1.312154421
ANKRD22,5.98E-07,1.987209369,0.07,0.042,0.021883039,0.071829206,0.283958266,-1.143698933,-0.546745484
ERGIC1,2.10E-33,1.982230193,0.351,0.249,7.70E-29,0.437976035,1.729635401,-0.358549653,0.237954566
EEFSEC,1.81E-19,1.981337009,0.24,0.166,6.61E-15,0.258268515,1.018973319,-0.587928535,0.008162813
PNPLA7,1.31E-09,1.974977261,0.064,0.033,4.81E-05,0.060103628,0.235457608,-1.221099315,-0.628087273
CD52,1.27E-19,1.974841459,0.04,0.011,4.66E-15,0.036422116,0.142346882,-1.43863483,-0.846652042
NNAT,1.50E-48,1.973853977,0.189,0.078,5.48E-44,0.230195019,0.903419997,-0.637904079,-0.044110301
TECPR1,1.02E-06,1.97264651,0.064,0.038,0.037491151,0.055554186,0.217220116,-1.255283209,-0.663099959
JPH1,1.14E-09,1.972263048,0.053,0.025,4.18E-05,0.045565828,0.17796952,-1.341360734,-0.749654371
SLC14A2,4.29E-07,1.963476283,0.065,0.037,0.015717475,0.098019777,0.38145426,-1.008686288,-0.41855753
SLC9A2,1.08E-07,1.94558315,0.07,0.04,0.0039548,0.067268593,0.258290087,-1.172187653,-0.587892261
C3orf70,3.08E-20,1.941914791,0.082,0.033,1.13E-15,0.07711124,0.295448882,-1.112882312,-0.529517649
TBC1D2,9.61E-17,1.941217287,0.272,0.207,3.52E-12,0.345752753,1.326968413,-0.461234354,0.122860585
AC009133.1,4.99E-10,1.934641956,0.068,0.035,1.83E-05,0.067700247,0.257982162,-1.169409745,-0.588410322
DRAIC,7.34E-07,1.9314254,0.072,0.044,0.026856743,0.061403927,0.233389492,-1.21180385,-0.631918702
DPYSL2,4.42E-27,1.928926982,0.208,0.118,1.62E-22,0.212567262,0.80857163,-0.672503622,-0.092281501
SLC4A4,2.64E-41,1.922891016,0.323,0.197,9.67E-37,0.576442705,2.184942813,-0.239243852,0.339440075
ARHGAP24,2.69E-27,1.91692239,0.156,0.076,9.85E-23,0.208987621,0.78834686,-0.679879438,-0.103282658
MXRA7,2.03E-10,1.916517995,0.067,0.034,7.42E-06,0.061049351,0.22964269,-1.214318952,-0.638947375
PTPN21,2.22E-08,1.905408752,0.096,0.059,0.000811598,0.110448512,0.412931093,-0.956840131,-0.384122415
XBP1,3.59E-103,1.897542259,0.593,0.424,1.31E-98,1.235793733,4.603468928,0.091945988,0.663085216
ARHGEF28,6.33E-07,1.887843372,0.147,0.11,0.023169628,0.169781677,0.627504464,-0.770109181,-0.20238318
GFOD1,1.61E-08,1.867271833,0.027,0.01,0.000589595,0.033927948,0.122956393,-1.469442412,-0.910248885
SLC12A2,3.78E-114,1.866818586,0.48,0.238,1.38E-109,0.85380165,3.113221534,-0.06864301,0.493210026
TXNDC5,8.58E-08,1.861328912,0.168,0.128,0.003139236,0.171445366,0.622106131,-0.765874249,-0.206135519
DACH1,5.15E-150,1.850596537,0.629,0.352,1.89E-145,1.763806304,6.360327103,0.24645089,0.803479451
CADPS2,1.93E-21,1.847818195,0.27,0.188,7.07E-17,0.383098454,1.3781559,-0.416689601,0.139298349
TRPT1,7.15E-07,1.84373555,0.187,0.154,0.026181299,0.188716499,0.676547794,-0.724190129,-0.169701518
MPP6,4.78E-13,1.838953792,0.28,0.228,1.75E-08,0.460524212,1.646699666,-0.336747532,0.216614397
TUBA4A,1.74E-23,1.838524501,0.16,0.084,6.38E-19,0.141676794,0.505870613,-0.848701281,-0.295960549
FMOD,3.76E-09,1.818858212,0.199,0.154,0.000137801,0.219640341,0.774066514,-0.658287891,-0.111221719
SMIM31,9.31E-26,1.816514675,0.275,0.181,3.41E-21,0.374758283,1.319179449,-0.42624876,0.120303877
PODXL,2.40E-07,1.812354951,0.048,0.025,0.008791826,0.045213655,0.157968249,-1.344730387,-0.801430197
KDM7A,2.36E-15,1.812150069,0.201,0.136,8.65E-11,0.247772983,0.869263652,-0.605946051,-0.06084848
GCLM,1.82E-07,1.799776171,0.109,0.073,0.006651637,0.107593457,0.373774682,-0.968214138,-0.42739012
GUCA2A,3.72E-169,1.798894012,0.364,0.114,1.36E-164,2.028320926,7.056781769,0.307136671,0.848606687
SLC30A4,8.35E-09,1.798338147,0.047,0.022,0.000305546,0.043364017,0.149999014,-1.362870493,-0.823911596
SPINK1,2.17E-117,1.793920636,0.649,0.463,7.93E-113,2.879506191,9.984029457,0.459318017,0.999305854
SLC36A4,3.45E-08,1.788068668,0.111,0.073,0.001262126,0.113707969,0.39186327,-0.944209096,-0.406865442
C15orf65,1.40E-11,1.780341818,0.043,0.017,5.13E-07,0.021100597,0.071652111,-1.675705248,-1.144771011
PLXDC2,8.35E-128,1.780091699,0.682,0.471,3.06E-123,2.16099044,7.421048483,0.334652846,0.870465269
PLCL2,5.24E-11,1.77456592,0.268,0.222,1.92E-06,0.420147475,1.436641555,-0.376598242,0.157348424
ACSS2,1.24E-08,1.77326802,0.166,0.122,0.000453976,0.192854916,0.65840066,-0.714769287,-0.181509743
ATP2C2,1.26E-09,1.757739476,0.137,0.091,4.61E-05,0.147779432,0.498911725,-0.830386007,-0.301976289
STXBP5,7.39E-15,1.748536438,0.352,0.301,2.71E-10,0.691609631,2.323098403,-0.160138967,0.366067606
ROR2,3.72E-23,1.747572654,0.324,0.241,1.36E-18,0.58508125,1.963831432,-0.232783819,0.293104207
FRYL,4.91E-76,1.732891225,0.569,0.425,1.80E-71,1.336670306,4.442170689,0.1260243,0.647595242
MAD1L1,4.90E-14,1.682348699,0.22,0.158,1.79E-09,0.256574444,0.822642524,-0.590786603,-0.084788844
PRKCA,6.02E-88,1.673910339,0.631,0.481,2.20E-83,1.848158616,5.896238951,0.266739241,0.770575075
S100A6,3.07E-126,1.673566321,0.749,0.618,1.12E-121,5.124905373,16.34772678,0.709685851,1.213457371
MATN2,7.16E-09,1.67022415,0.074,0.041,0.000262191,0.102772383,0.326253921,-0.988123575,-0.48644426
TNFAIP8,1.88E-08,1.659529086,0.154,0.11,0.000687694,0.216704369,0.68376417,-0.664132333,-0.165093661
PLP2,5.85E-28,1.647187262,0.36,0.274,2.14E-23,0.517206969,1.619173609,-0.286335632,0.209293417
FARP2,9.78E-14,1.647041373,0.325,0.277,3.58E-09,0.552211635,1.728641152,-0.257894447,0.237704848
BRAF,3.29E-59,1.632828542,0.583,0.478,1.21E-54,1.669219089,5.175754546,0.222513343,0.713973672
MCTP2,8.18E-07,1.632130351,0.207,0.17,0.029927026,0.310248013,0.960842147,-0.508290992,-0.017347955
AGAP3,2.01E-07,1.63054642,0.12,0.083,0.007349906,0.129504401,0.40014996,-0.887715474,-0.397777222
SDK1,2.84E-18,1.625203541,0.359,0.297,1.04E-13,1.319527942,4.069719803,0.120418591,0.609564509
GPX2,1.01E-22,1.608641587,0.193,0.111,3.69E-18,0.227757144,0.693743069,-0.642527991,-0.158801343
ITM2A,1.83E-19,1.605789301,0.1,0.045,6.71E-15,0.118036238,0.358422133,-0.92798464,-0.44560518
DBNDD2,3.88E-10,1.596113551,0.191,0.142,1.42E-05,0.189596175,0.572366032,-0.72217043,-0.242326148
ITPR2,1.07E-21,1.589621492,0.315,0.232,3.90E-17,0.644732006,1.939616278,-0.19062077,0.28771582
OLFML2B,1.86E-20,1.589132992,0.042,0.012,6.81E-16,0.051206938,0.153229458,-1.290671192,-0.814657734
SH3PXD2A,2.89E-25,1.587023237,0.351,0.263,1.06E-20,0.619672356,1.860838231,-0.207837878,0.26970862
CEACAM6,1.72E-13,1.585050259,0.071,0.033,6.31E-09,0.075000236,0.224178195,-1.12493737,-0.649406633
PLS1,3.29E-08,1.577567769,0.288,0.258,0.001202552,0.43683868,1.302979575,-0.359678914,0.114937608
NUCB2,5.58E-11,1.570316224,0.216,0.165,2.04E-06,0.260404834,0.772487081,-0.584350959,-0.112108775
ASPH,7.41E-11,1.569455642,0.301,0.262,2.71E-06,0.470431411,1.395369462,-0.327503688,0.144689214
NOTCH1,8.67E-07,1.56869996,0.074,0.045,0.031740172,0.083650371,0.247301512,-1.077532129,-0.606773228
WRN,1.91E-12,1.563453326,0.307,0.26,7.00E-08,0.522829677,1.544441015,-0.281639769,0.188771327
OSBPL1A,3.48E-09,1.553237578,0.295,0.261,0.000127548,0.527370955,1.546864746,-0.277883793,0.189452342
CRYBG3,9.28E-07,1.550804773,0.091,0.06,0.033958536,0.12583242,0.367827288,-0.900207451,-0.434356055
DIAPH2,8.00E-50,1.550363845,0.547,0.44,2.93E-45,1.525524133,4.467285623,0.183419082,0.650043721
PDLIM4,2.93E-18,1.542969637,0.114,0.057,1.07E-13,0.120348302,0.349849935,-0.919560033,-0.456118202
DLGAP1,7.71E-14,1.535660599,0.289,0.228,2.82E-09,0.721155929,2.089945954,-0.141970821,0.320135055
BCL6B,3.21E-09,1.51642317,0.012,0.003,0.000117451,0.013785171,0.038598565,-1.860587839,-1.413428843
TACC1,3.83E-15,1.509954934,0.311,0.252,1.40E-10,0.583985273,1.662358373,-0.233598104,0.220724655
SH3RF3,5.85E-08,1.493669571,0.039,0.017,0.002140174,0.061383725,0.172020424,-1.211946759,-0.764419987
RAPGEF5,1.40E-10,1.477831399,0.336,0.303,5.11E-06,0.688380099,1.916504079,-0.162171694,0.282509748
ASAP2,3.13E-08,1.469640155,0.269,0.234,0.001146031,0.457083623,1.265066449,-0.340004339,0.102113338
LINC00511,6.43E-26,1.461300505,0.366,0.272,2.35E-21,0.905591268,2.492764447,-0.043067774,0.396681242
MAPRE2,4.47E-09,1.458264459,0.183,0.134,0.000163514,0.316939983,0.870040336,-0.499022969,-0.060460613
EIF2AK3,4.35E-08,1.455566024,0.247,0.208,0.00159162,0.480746863,1.317676417,-0.318083541,0.119808773
ANG,2.09E-12,1.452505085,0.302,0.255,7.64E-08,0.420542105,1.150111725,-0.376190516,0.060740031
USP3,1.28E-06,1.441661867,0.306,0.289,0.046990743,0.565533534,1.535338787,-0.247541638,0.186204222
DENND2A,5.78E-19,1.441618764,0.083,0.035,2.11E-14,0.128884968,0.349244175,-0.88979773,-0.456870829
AGR2,3.26E-88,1.425478713,0.837,0.743,1.19E-83,12.74918218,34.24392336,1.105482327,1.534583516
SLC22A23,1.03E-07,1.416772756,0.302,0.277,0.003755488,0.580111056,1.547983722,-0.236488857,0.189766389
SMIM14,9.21E-11,1.414179258,0.228,0.177,3.37E-06,0.318996859,0.849311443,-0.496213594,-0.070933024
SEC24D,2.47E-12,1.406994798,0.26,0.203,9.04E-08,0.410969915,1.088986126,-0.386189969,0.037022347
MRTFA,1.49E-10,1.406292623,0.268,0.221,5.44E-06,0.483407177,1.280454505,-0.315686906,0.107364153
SIPA1L2,1.93E-09,1.399402486,0.14,0.093,7.05E-05,0.213279086,0.561772484,-0.671051728,-0.250439537
PARD3,1.36E-57,1.394101446,0.598,0.491,5.00E-53,2.088041136,5.487048589,0.31973905,0.739338806
SHANK2,4.45E-14,1.389791737,0.379,0.341,1.63E-09,0.871264357,2.282226947,-0.059850052,0.358358829
CDC42EP3,1.25E-09,1.377470017,0.082,0.045,4.57E-05,0.101606928,0.263145447,-0.99307668,-0.579804139
RASSF6,9.63E-07,1.375098668,0.238,0.206,0.035242484,0.390102367,1.011027599,-0.408821415,0.004763011
HLA-B,1.33E-11,1.372898434,0.235,0.177,4.87E-07,0.515412543,1.334026814,-0.287845017,0.125164559
RNASE4,1.95E-10,1.358577282,0.326,0.296,7.13E-06,0.597524061,1.531401557,-0.223644602,0.185089084
CELF2,5.27E-14,1.355918557,0.17,0.108,1.93E-09,0.392884195,1.004784068,-0.405735442,0.00207274
CMTM8,5.24E-11,1.344720335,0.338,0.303,1.92E-06,0.630488426,1.600477816,-0.200322881,0.204249659
KCNB2,1.50E-20,1.325355967,0.079,0.031,5.49E-16,0.238295806,0.59631348,-0.6228836,-0.224525373
MDK,3.91E-39,1.311376412,0.554,0.468,1.43E-34,2.779567801,6.897437868,0.443977272,0.838687797
MAN1A1,1.75E-22,1.303312984,0.393,0.32,6.41E-18,0.876279459,2.161769873,-0.057357368,0.33480946
SMAD9,6.49E-12,1.27900756,0.042,0.016,2.38E-07,0.057722325,0.139231581,-1.238656182,-0.856262244
ST8SIA4,2.76E-20,1.278169817,0.051,0.016,1.01E-15,0.087891555,0.212320014,-1.056052851,-0.673009066
EFNA5,3.34E-16,1.274111753,0.215,0.141,1.22E-11,0.505689113,1.222164007,-0.296116396,0.08712949
PDE4D,6.32E-52,1.252499193,0.626,0.526,2.31E-47,2.664335165,6.347034679,0.425588857,0.802570871
MYADM,1.10E-10,1.245614366,0.191,0.137,4.04E-06,0.307503615,0.728305945,-0.512149774,-0.137686145
PEAK1,7.03E-20,1.244865092,0.406,0.339,2.57E-15,1.028740949,2.43723379,0.012306027,0.386897191
INSR,3.67E-19,1.243615859,0.438,0.392,1.34E-14,1.072106107,2.537808442,0.03023777,0.404458838
CEACAM5,1.54E-10,1.23736119,0.071,0.036,5.64E-06,0.145298656,0.341720827,-0.837738404,-0.466328551
LYZ,8.91E-17,1.211055097,0.122,0.064,3.26E-12,0.346561658,0.801468184,-0.460219488,-0.096113713
CDC42EP5,1.07E-06,1.209338949,0.311,0.295,0.039200858,0.654516325,1.512603016,-0.184079517,0.179724962
KLF4,2.05E-24,1.207827036,0.314,0.213,7.51E-20,0.717698098,1.656960989,-0.144058205,0.219312284
TNFRSF21,3.03E-10,1.201765776,0.199,0.146,1.11E-05,0.338533271,0.777851597,-0.470398643,-0.109103253
CCSER1,1.52E-33,1.201138658,0.496,0.407,5.57E-29,1.586739381,3.647401966,0.200505601,0.561983628
NR4A1,1.73E-11,1.199702818,0.167,0.11,6.33E-07,0.40877823,0.938086157,-0.388512242,-0.027757273
ABLIM1,7.15E-07,1.188511795,0.36,0.351,0.026185222,0.886134651,2.018809652,-0.05250028,0.305095372
CD9,5.01E-29,1.185474584,0.465,0.392,1.83E-24,1.27345817,2.895483844,0.104984684,0.461721146
TSPAN13,1.49E-15,1.18107065,0.438,0.42,5.47E-11,1.143043795,2.590947905,0.05806287,0.413458681
TPD52,4.33E-37,1.173102403,0.554,0.495,1.59E-32,1.731518,3.903658582,0.238427011,0.591471827
MAP7,8.03E-13,1.158164036,0.439,0.425,2.94E-08,1.160844091,2.589846253,0.064773895,0.413273983
GSE1,4.30E-26,1.150355554,0.457,0.382,1.58E-21,1.227608182,2.724057332,0.089059774,0.435216244
H1F0,3.16E-08,1.150238928,0.307,0.274,0.001157218,0.730076937,1.619563233,-0.136631371,0.209397909
RGS10,6.08E-20,1.132284496,0.115,0.054,2.23E-15,0.238385635,0.521706947,-0.622719918,-0.28257338
HSPB1,1.54E-38,1.126362993,0.502,0.399,5.65E-34,1.801077146,3.931042242,0.255532315,0.594507711
BACH2,8.61E-12,1.119602814,0.078,0.039,3.15E-07,0.183025302,0.39684252,-0.737488869,-0.401381801
MACROD2,4.63E-11,1.113972434,0.397,0.369,1.69E-06,1.304607357,2.822854462,0.115479823,0.450688488
PLXNA2,2.92E-07,1.111297121,0.125,0.085,0.010685188,0.25802443,0.556587357,-0.588339173,-0.254466663
SSBP3,9.59E-07,1.107475756,0.296,0.272,0.035100273,0.60893117,1.311205563,-0.215431795,0.117670783
RAMP1,2.33E-12,1.096709306,0.399,0.364,8.53E-08,1.051907233,2.24882688,0.021977441,0.351956024
ADGRL3,5.89E-29,1.086949637,0.169,0.08,2.16E-24,0.602838062,1.279726647,-0.219799335,0.107117213
PHGR1,3.31E-54,1.084205266,0.709,0.633,1.21E-49,7.956059972,16.86764701,0.900698048,1.227054504
FOXP1,2.89E-91,1.069397463,0.792,0.66,1.06E-86,5.316457387,11.15603844,0.725622337,1.047510002
MAGI1,1.72E-45,1.062315897,0.633,0.544,6.28E-41,2.680901943,5.597627627,0.428280929,0.748004004
ATP8B1,1.63E-07,1.054328657,0.409,0.41,0.005974281,1.09190451,2.266765131,0.03818466,0.355406523
MLLT3,8.27E-08,1.043908147,0.382,0.368,0.003028725,1.046142658,2.156093039,0.019590911,0.333667498
GPR37,3.71E-07,1.042735637,0.017,0.005,0.013586615,0.011301594,0.022433229,-1.946860299,-1.649108207
COL16A1,1.13E-07,1.034424579,0.105,0.067,0.00414716,0.161853965,0.330675217,-0.790876657,-0.480598353
TTLL4,1.05E-06,1.024527088,0.021,0.055,0.038294866,0.060482932,0.122190078,-1.218367161,-0.912964058
AGAP1,3.87E-16,1.008532558,0.489,0.465,1.42E-11,1.644001411,3.306656527,0.215902186,0.519389086
MYO1D,6.53E-26,1.004538189,0.57,0.521,2.39E-21,2.480702476,4.976185991,0.39457468,0.696896604
CAMK2D,2.83E-27,0.980273546,0.587,0.539,1.04E-22,2.316650452,4.569528611,0.36486051,0.659871401
MED13L,5.72E-22,0.97202623,0.543,0.51,2.09E-17,2.013222814,3.948274208,0.303891843,0.596407307
SIPA1L3,7.63E-14,0.958858416,0.475,0.454,2.79E-09,1.59460631,3.098698655,0.202653478,0.491179344
SCAF11,4.94E-07,0.946755455,0.41,0.419,0.018097974,1.119862269,2.157719916,0.049164613,0.33399507
MAML3,2.00E-17,0.944450094,0.503,0.464,7.30E-13,1.888328703,3.633152558,0.276077594,0.560283634
CARMIL1,2.02E-12,0.934197096,0.483,0.475,7.41E-08,1.666684661,3.183894248,0.221853438,0.502958634
