"","rownames.merged.gut...RNA....counts."
"34973","C1QTNF6"
"34974","SSTR3"
"34975","RAC2"
"34976","CYTH4"
"34977","FP325335.1"
"34978","Z94160.1"
"34979","ELFN2"
"34980","Z94160.2"
"34981","MFNG"
"34982","CARD10"
"34983","AL022315.1"
"34984","CDC42EP1"
"34985","LGALS2"
"34986","GGA1"
"34987","SH3BP1"
"34988","Z83844.2"
"34989","PDXP"
"34990","LGALS1"
"34991","NOL12"
"34992","TRIOBP"
"34993","H1F0"
"34994","GCAT"
"34995","GALR3"
"34996","ANKRD54"
"34997","EIF3L"
"34998","AL022311.1"
"34999","MICALL1"
"35000","C22orf23"
"35001","AL031587.3"
"35002","POLR2F"
"35003","SOX10"
"35004","AL031587.1"
"35005","AL031587.4"
"35006","PICK1"
"35007","AL031587.2"
"35008","SLC16A8"
"35009","BAIAP2L2"
"35010","AL022322.1"
"35011","PLA2G6"
"35012","AL022322.2"
"35013","MAFF"
"35014","TMEM184B"
"35015","AL020993.1"
"35016","CSNK1E"
"35017","Z98749.1"
"35018","Z97056.2"
"35019","Z97056.1"
"35020","KCNJ4"
"35021","Z97056.3"
"35022","KDELR3"
"35023","DDX17"
"35024","DMC1"
"35025","FAM227A"
"35026","CBY1"
"35027","AL021707.4"
"35028","AL021707.2"
"35029","AL021707.9"
"35030","TOMM22"
"35031","JOSD1"
"35032","GTPBP1"
"35033","AL021707.5"
"35034","SUN2"
"35035","AL021707.3"
"35036","AL021707.8"
"35037","AL021707.1"
"35038","AL021707.6"
"35039","AL021707.7"
"35040","DNAL4"
"35041","NPTXR"
"35042","CBX6"
"35043","AL022318.5"
"35044","AL022318.1"
"35045","APOBEC3A"
"35046","APOBEC3B"
"35047","APOBEC3B-AS1"
"35048","APOBEC3C"
"35049","APOBEC3D"
"35050","APOBEC3F"
"35051","APOBEC3G"
"35052","APOBEC3H"
"35053","CBX7"
"35054","AL031846.2"
"35055","PDGFB"
"35056","AL031590.1"
"35057","AL022326.1"
"35058","RPL3"
"35059","SYNGR1"
"35060","TAB1"
"35061","MGAT3"
"35062","MGAT3-AS1"
"35063","MIEF1"
"35064","AL022312.1"
"35065","ATF4"
"35066","RPS19BP1"
"35067","CACNA1I"
"35068","ENTHD1"
"35069","GRAP2"
"35070","Z82206.1"
"35071","FAM83F"
"35072","Z83847.1"
"35073","TNRC6B"
"35074","ADSL"
"35075","SGSM3"
"35076","AL022238.2"
"35077","MRTFA"
"35078","AL022238.3"
"35079","MRTFA-AS1"
"35080","MCHR1"
"35081","SLC25A17"
"35082","ST13"
"35083","XPNPEP3"
"35084","DNAJB7"
"35085","RBX1"
"35086","EP300"
"35087","AL035658.1"
"35088","EP300-AS1"
"35089","L3MBTL2"
"35090","AL035681.1"
"35091","CHADL"
"35092","RANGAP1"
"35093","ZC3H7B"
"35094","TEF"
"35095","AL008582.1"
"35096","TOB2"
"35097","PHF5A"
"35098","ACO2"
"35099","POLR3H"
"35100","AL023553.1"
"35101","CSDC2"
"35102","PMM1"
"35103","DESI1"
"35104","XRCC6"
"35105","SNU13"
"35106","MEI1"
"35107","CCDC134"
"35108","SREBF2-AS1"
"35109","SREBF2"
"35110","SHISA8"
"35111","TNFRSF13C"
"35112","CENPM"
"35113","LINC00634"
"35114","SEPTIN3"
"35115","Z99716.1"
"35116","WBP2NL"
"35117","NAGA"
"35118","Z99716.2"
"35119","PHETA2"
"35120","SMDT1"
"35121","NDUFA6"
"35122","AL021878.2"
"35123","NDUFA6-DT"
"35124","CYP2D6"
"35125","AC254562.2"
"35126","AC254562.3"
"35127","TCF20"
"35128","OGFRP1"
"35129","LINC01315"
"35130","NFAM1"
"35131","AL022316.1"
"35132","RRP7A"
"35133","SERHL2"
"35134","POLDIP3"
"35135","Z93241.1"
"35136","CYB5R3"
"35137","ATP5MGL"
"35138","A4GALT"
"35139","ARFGAP3"
"35140","PACSIN2"
"35141","AL022476.1"
"35142","TTLL1"
"35143","BIK"
"35144","MCAT"
"35145","TSPO"
"35146","TTLL12"
"35147","SCUBE1"
"35148","Z82214.2"
"35149","Z82214.1"
"35150","Z99756.1"
"35151","LINC01639"
"35152","MPPED1"
"35153","BX546033.1"
"35154","EFCAB6-AS1"
"35155","EFCAB6"
"35156","Z97055.2"
"35157","SULT4A1"
"35158","PNPLA5"
"35159","PNPLA3"
"35160","SAMM50"
"35161","PARVB"
"35162","AL033543.1"
"35163","AL031595.3"
"35164","PARVG"
"35165","AL031595.2"
"35166","SHISAL1"
"35167","Z85994.1"
"35168","LINC01656"
"35169","RTL6"
"35170","LINC00207"
"35171","LINC00229"
"35172","PRR5"
"35173","ARHGAP8"
"35174","PHF21B"
"35175","AL079301.1"
"35176","NUP50-DT"
"35177","Z82243.1"
"35178","NUP50"
"35179","AL008718.3"
"35180","KIAA0930"
"35181","AL008718.2"
"35182","UPK3A"
"35183","FAM118A"
"35184","SMC1B"
"35185","RIBC2"
"35186","AL021391.1"
"35187","FBLN1"
"35188","LINC01589"
"35189","Z95331.1"
"35190","ATXN10"
"35191","BX324167.2"
"35192","BX324167.1"
"35193","WNT7B"
"35194","BX537318.1"
"35195","LINC00899"
"35196","PRR34"
"35197","AL121672.3"
"35198","PRR34-AS1"
"35199","MIRLET7BHG"
"35200","AL121672.1"
"35201","AL121672.2"
"35202","PPARA"
"35203","FP325332.1"
"35204","CDPF1"
"35205","PKDREJ"
"35206","TTC38"
"35207","GTSE1-DT"
"35208","GTSE1"
"35209","TRMU"
"35210","CELSR1"
"35211","AL021392.1"
"35212","GRAMD4"
"35213","CERK"
"35214","AL118516.1"
"35215","TBC1D22A"
"35216","TBC1D22A-AS1"
"35217","Z82186.1"
"35218","LINC01644"
"35219","LINC00898"
"35220","AL117329.1"
"35221","FP325330.3"
"35222","FP325330.1"
"35223","FP325330.2"
"35224","BX284656.2"
"35225","BX284656.1"
"35226","AL008720.1"
"35227","Z72006.1"
"35228","Z82249.1"
"35229","Z84468.2"
"35230","TAFA5"
"35231","Z84468.1"
"35232","LINC01310"
"35233","AL078622.1"
"35234","Z82202.2"
"35235","Z82202.1"
"35236","AC207130.1"
"35237","C22orf34"
"35238","AL008636.1"
"35239","AL031593.1"
"35240","Z97192.1"
"35241","Z97192.2"
"35242","Z97192.3"
"35243","Z97192.4"
"35244","AL023802.1"
"35245","BRD1"
"35246","Z98885.3"
"35247","Z98885.2"
"35248","AL117328.2"
"35249","ZBED4"
"35250","ALG12"
"35251","AL671710.1"
"35252","CRELD2"
"35253","BX539320.1"
"35254","PIM3"
"35255","IL17REL"
"35256","TTLL8"
"35257","MLC1"
"35258","MOV10L1"
"35259","AL034546.1"
"35260","PANX2"
"35261","TRABD"
"35262","AL022328.3"
"35263","AL022328.4"
"35264","SELENOO"
"35265","AL022328.1"
"35266","AL022328.2"
"35267","TUBGCP6"
"35268","HDAC10"
"35269","MAPK12"
"35270","MAPK11"
"35271","PLXNB2"
"35272","DENND6B"
"35273","CR559946.1"
"35274","CR559946.2"
"35275","PPP6R2"
"35276","SBF1"
"35277","ADM2"
"35278","MIOX"
"35279","LMF2"
"35280","NCAPH2"
"35281","SCO2"
"35282","U62317.2"
"35283","TYMP"
"35284","ODF3B"
"35285","U62317.4"
"35286","U62317.1"
"35287","KLHDC7B"
"35288","SYCE3"
"35289","CPT1B"
"35290","CHKB"
"35291","CHKB-DT"
"35292","U62317.3"
"35293","MAPK8IP2"
"35294","ARSA"
"35295","AC000050.1"
"35296","SHANK3"
"35297","AC000036.1"
"35298","ACR"
"35299","AC002056.2"
"35300","RABL2B"
"35301","PLCXD1"
"35302","GTPBP6"
"35303","LINC00685"
"35304","PPP2R3B"
"35305","AL732314.6"
"35306","AL732314.4"
"35307","SHOX"
"35308","AL672277.1"
"35309","CRLF2"
"35310","CSF2RA"
"35311","IL3RA"
"35312","SLC25A6"
"35313","LINC00106"
"35314","ASMTL-AS1"
"35315","ASMTL"
"35316","P2RY8"
"35317","AKAP17A"
"35318","ASMT"
"35319","AL683807.1"
"35320","AL683807.2"
"35321","DHRSX"
"35322","DHRSX-IT1"
"35323","ZBED1"
"35324","LINC00102"
"35325","CD99"
"35326","XG"
"35327","GYG2"
"35328","GYG2-AS1"
"35329","ARSD"
"35330","ARSD-AS1"
"35331","ARSE"
"35332","ARSH"
"35333","ARSF"
"35334","LINC01546"
"35335","MXRA5"
"35336","PRKX"
"35337","PRKX-AS1"
"35338","BX890604.2"
"35339","BX842570.1"
"35340","AC074035.1"
"35341","AC110995.1"
"35342","NLGN4X"
"35343","VCX3A"
"35344","PUDP"
"35345","STS"
"35346","VCX"
"35347","PNPLA4"
"35348","AC079142.1"
"35349","VCX2"
"35350","VCX3B"
"35351","AC006062.1"
"35352","ANOS1"
"35353","FAM9A"
"35354","AC003685.1"
"35355","AC074281.2"
"35356","FAM9B"
"35357","AC003684.1"
"35358","TBL1X"
"35359","GPR143"
"35360","SHROOM2"
"35361","CLDN34"
"35362","WWC3"
"35363","WWC3-AS1"
"35364","CLCN4"
"35365","AC003666.1"
"35366","MID1"
"35367","AC073529.1"
"35368","HCCS"
"35369","ARHGAP6"
"35370","AMELX"
"35371","AC004554.2"
"35372","MSL3"
"35373","FRMPD4"
"35374","FRMPD4-AS1"
"35375","PRPS2"
"35376","TLR7"
"35377","TLR8-AS1"
"35378","TLR8"
"35379","TMSB4X"
"35380","FAM9C"
"35381","AC079171.1"
"35382","LINC02154"
"35383","AC004674.1"
"35384","ATXN3L"
"35385","LINC01203"
"35386","EGFL6"
"35387","TCEANC"
"35388","RAB9A"
"35389","TRAPPC2"
"35390","OFD1"
"35391","GPM6B"
"35392","AC003035.2"
"35393","AC003035.1"
"35394","GEMIN8"
"35395","GLRA2"
"35396","FANCB"
"35397","MOSPD2"
"35398","ASB9"
"35399","ASB11"
"35400","PIGA"
"35401","VEGFD"
"35402","PIR"
"35403","BMX"
"35404","ACE2"
"35405","AC097625.1"
"35406","CLTRN"
"35407","CA5B"
"35408","INE2"
"35409","ZRSR2"
"35410","AP1S2"
"35411","GRPR"
"35412","AC078993.1"
"35413","MAGEB17"
"35414","CTPS2"
"35415","S100G"
"35416","SYAP1"
"35417","TXLNG"
"35418","RBBP7"
"35419","REPS2"
"35420","NHS"
"35421","Z93022.1"
"35422","NHS-AS1"
"35423","SCML1"
"35424","RAI2"
"35425","LINC01456"
"35426","BEND2"
"35427","SCML2"
"35428","CDKL5"
"35429","RS1"
"35430","PPEF1"
"35431","PPEF1-AS1"
"35432","PHKA2-AS1"
"35433","PHKA2"
"35434","AL732509.1"
"35435","ADGRG2"
"35436","PDHA1"
"35437","MAP3K15"
"35438","SH3KBP1"
"35439","BCLAF3"
"35440","MAP7D2"
"35441","EIF1AX"
"35442","EIF1AX-AS1"
"35443","RPS6KA3"
"35444","AL928596.1"
"35445","AL807740.1"
"35446","AL807742.1"
"35447","BX088723.1"
"35448","CNKSR2"
"35449","KLHL34"
"35450","SMPX"
"35451","MBTPS2"
"35452","YY2"
"35453","SMS"
"35454","PHEX"
"35455","PHEX-AS1"
"35456","PTCHD1-AS"
"35457","CBLL2"
"35458","AC092832.2"
"35459","AC004470.1"
"35460","DDX53"
"35461","PTCHD1"
"35462","PRDX4"
"35463","ACOT9"
"35464","AC131011.1"
"35465","SAT1"
"35466","APOO"
"35467","CXorf58"
"35468","KLHL15"
"35469","EIF2S3"
"35470","ZFX-AS1"
"35471","ZFX"
"35472","PDK3"
"35473","PCYT1B"
"35474","PCYT1B-AS1"
"35475","POLA1"
"35476","ARX"
"35477","AC121342.1"
"35478","MAGEB18"
"35479","MAGEB6B"
"35480","MAGEB6"
"35481","MAGEB5"
"35482","VENTXP1"
"35483","AC112493.1"
"35484","AC107419.1"
"35485","PPP4R3C"
"35486","DCAF8L2"
"35487","MAGEB10"
"35488","DCAF8L1"
"35489","AC112495.1"
"35490","IL1RAPL1"
"35491","AC003659.1"
"35492","MAGEB2"
"35493","MAGEB3"
"35494","MAGEB4"
"35495","MAGEB1"
"35496","NR0B1"
"35497","CXorf21"
"35498","GK"
"35499","GK-IT1"
"35500","AC112496.1"
"35501","GK-AS1"
"35502","TAB3"
"35503","TAB3-AS1"
"35504","TAB3-AS2"
"35505","FTHL17"
"35506","DMD"
"35507","AC079177.1"
"35508","DMD-AS3"
"35509","AL591378.1"
"35510","AL591501.1"
"35511","FAM47A"
"35512","AL592043.1"
"35513","TMEM47"
"35514","FAM47B"
"35515","MAGEB16"
"35516","CFAP47"
"35517","AL606516.1"
"35518","AL592156.2"
"35519","FAM47C"
"35520","PRRG1"
"35521","LANCL3"
"35522","XK"
"35523","CYBB"
"35524","DYNLT3"
"35525","AL121578.3"
"35526","HYPM"
"35527","AL121578.2"
"35528","SYTL5"
"35529","SRPX"
"35530","AL606748.1"
"35531","RPGR"
"35532","OTC"
"35533","TSPAN7"
"35534","AF241728.1"
"35535","AF241728.2"
"35536","MID1IP1"
"35537","MID1IP1-AS1"
"35538","AC108879.1"
"35539","LINC01281"
"35540","LINC01282"
"35541","LINC01283"
"35542","AL592164.1"
"35543","AL592164.2"
"35544","AC092198.1"
"35545","BCOR"
"35546","AC091806.1"
"35547","ATP6AP2"
"35548","AC092473.2"
"35549","MPC1L"
"35550","CXorf38"
"35551","MED14"
"35552","MED14OS"
"35553","AC092268.2"
"35554","USP9X"
"35555","LINC02601"
"35556","DDX3X"
"35557","NYX"
"35558","CASK"
"35559","CASK-AS1"
"35560","GPR34"
"35561","GPR82"
"35562","AL133329.1"
"35563","Z93403.1"
"35564","Z94277.1"
"35565","PPP1R2C"
"35566","PINCR"
"35567","AL023574.1"
"35568","MAOA"
"35569","MAOB"
"35570","NDP"
"35571","NDP-AS1"
"35572","EFHC2"
"35573","FUNDC1"
"35574","DUSP21"
"35575","KDM6A"
"35576","DIPK2B"
"35577","AC136489.1"
"35578","LINC01204"
"35579","MIR222HG"
"35580","AC234772.2"
"35581","LINC02595"
"35582","AL031584.3"
"35583","LINC01186"
"35584","AL139811.3"
"35585","KRBOX4"
"35586","ZNF674"
"35587","ZNF674-AS1"
"35588","CHST7"
"35589","SLC9A7"
"35590","RP2"
"35591","LINC01545"
"35592","JADE3"
"35593","RGN"
"35594","NDUFB11"
"35595","RBM10"
"35596","UBA1"
"35597","INE1"
"35598","CDK16"
"35599","USP11"
"35600","AL591503.1"
"35601","ZNF157"
"35602","ZNF41"
"35603","LINC01560"
"35604","ARAF"
"35605","SYN1"
"35606","TIMP1"
"35607","CFP"
"35608","ELK1"
"35609","UXT"
"35610","UXT-AS1"
"35611","ZNF81"
"35612","ZNF182"
"35613","ZNF630"
"35614","SPACA5"
"35615","ZNF630-AS1"
"35616","AC244636.3"
"35617","SPACA5B"
"35618","SSX5"
"35619","SSX1"
"35620","AL606490.3"
"35621","SSX3"
"35622","SSX4"
"35623","SSX4B"
"35624","SLC38A5"
"35625","FTSJ1"
"35626","AF196972.1"
"35627","PORCN"
"35628","EBP"
"35629","TBC1D25"
"35630","AC115618.1"
"35631","RBM3"
"35632","AC115618.2"
"35633","WDR13"
"35634","WAS"
"35635","SUV39H1"
"35636","AC231533.1"
"35637","GLOD5"
"35638","GATA1"
"35639","HDAC6"
"35640","ERAS"
"35641","PCSK1N"
"35642","PQBP1"
"35643","TIMM17B"
"35644","SLC35A2"
"35645","PIM2"
"35646","OTUD5"
"35647","KCND1"
"35648","GRIPAP1"
"35649","TFE3"
"35650","CCDC120"
"35651","PRAF2"
"35652","WDR45"
"35653","GPKOW"
"35654","MAGIX"
"35655","PLP2"
"35656","PRICKLE3"
"35657","SYP"
"35658","SYP-AS1"
"35659","CACNA1F"
"35660","CCDC22"
"35661","FOXP3"
"35662","AC232271.3"
"35663","PPP1R3F"
"35664","AC232271.1"
"35665","AC232271.2"
"35666","GAGE10"
"35667","GAGE12J"
"35668","GAGE13"
"35669","GAGE2E"
"35670","GAGE12B"
"35671","GAGE12C"
"35672","GAGE12D"
"35673","GAGE12F"
"35674","GAGE12E"
"35675","GAGE12G"
"35676","GAGE12H"
"35677","GAGE1"
"35678","GAGE2A"
"35679","PAGE1"
"35680","PAGE4"
"35681","USP27X-AS1"
"35682","USP27X"
"35683","CLCN5"
"35684","AKAP4"
"35685","CCNB3"
"35686","DGKK"
"35687","SHROOM4"
"35688","BMP15"
"35689","LINC01284"
"35690","AC233976.1"
"35691","AC233976.2"
"35692","NUDT10"
"35693","AL158055.1"
"35694","EZHIP"
"35695","NUDT11"
"35696","LINC01496"
"35697","CENPVL3"
"35698","CENPVL2"
"35699","CENPVL1"
"35700","GSPT2"
"35701","MAGED1"
"35702","AC239585.1"
"35703","AC239585.2"
"35704","MAGED4B"
"35705","MAGED4"
"35706","AC231759.2"
"35707","AC245177.1"
"35708","XAGE2"
"35709","XAGE1A"
"35710","XAGE1B"
"35711","SSX7"
"35712","SSX2"
"35713","SSX2B"
"35714","SPANXN5"
"35715","XAGE5"
"35716","XAGE3"
"35717","FAM156B"
"35718","AC234031.1"
"35719","FAM156A"
"35720","GPR173"
"35721","TSPYL2"
"35722","AL591212.1"
"35723","KANTR"
"35724","KDM5C"
"35725","KDM5C-IT1"
"35726","IQSEC2"
"35727","SMC1A"
"35728","RIBC1"
"35729","HSD17B10"
"35730","AC233728.1"
"35731","HUWE1"
"35732","PHF8"
"35733","FAM120C"
"35734","WNK3"
"35735","TSR2"
"35736","FGD1"
"35737","GNL3L"
"35738","ITIH6"
"35739","MAGED2"
"35740","TRO"
"35741","PFKFB1"
"35742","APEX2"
"35743","ALAS2"
"35744","PAGE2B"
"35745","PAGE2"
"35746","FAM104B"
"35747","MTRNR2L10"
"35748","PAGE5"
"35749","PAGE3"
"35750","MAGEH1"
"35751","USP51"
"35752","FOXR2"
"35753","RRAGB"
"35754","AL050309.1"
"35755","KLF8"
"35756","UBQLN2"
"35757","AL354793.1"
"35758","NBDY"
"35759","SPIN3"
"35760","AL139397.1"
"35761","SPIN2B"
"35762","AL022157.1"
"35763","SPIN2A"
"35764","Z83745.1"
"35765","FAAH2"
"35766","ZXDB"
"35767","NLRP2B"
"35768","ZXDA"
"35769","LINC01278"
"35770","SPIN4"
"35771","SPIN4-AS1"
"35772","ARHGEF9"
"35773","ARHGEF9-IT1"
"35774","AMER1"
"35775","AL356317.2"
"35776","ASB12"
"35777","MTMR8"
"35778","ZC4H2"
"35779","ZC3H12B"
"35780","LAS1L"
"35781","MSN"
"35782","AL034397.2"
"35783","AL034397.3"
"35784","VSIG4"
"35785","HEPH"
"35786","EDA2R"
"35787","AR"
"35788","AL157700.1"
"35789","OPHN1"
"35790","YIPF6"
"35791","STARD8"
"35792","EFNB1"
"35793","PJA1"
"35794","LINC00269"
"35795","FAM155B"
"35796","AL158069.1"
"35797","EDA"
"35798","AL158141.1"
"35799","AWAT2"
"35800","OTUD6A"
"35801","IGBP1"
"35802","IGBP1-AS2"
"35803","IGBP1-AS1"
"35804","DGAT2L6"
"35805","AWAT1"
"35806","P2RY4"
"35807","ARR3"
"35808","RAB41"
"35809","PDZD11"
"35810","KIF4A"
"35811","GDPD2"
"35812","AL139398.1"
"35813","DLG3"
"35814","DLG3-AS1"
"35815","TEX11"
"35816","SLC7A3"
"35817","SNX12"
"35818","FOXO4"
"35819","CXorf65"
"35820","IL2RG"
"35821","MED12"
"35822","NLGN3"
"35823","AL590764.1"
"35824","GJB1"
"35825","ZMYM3"
"35826","NONO"
"35827","ITGB1BP2"
"35828","TAF1"
"35829","OGT"
"35830","GCNA"
"35831","CXCR3"
"35832","BX276092.9"
"35833","LINC00891"
"35834","CXorf49"
"35835","CXorf49B"
"35836","NHSL2"
"35837","RTL5"
"35838","PIN4"
"35839","ERCC6L"
"35840","RPS4X"
"35841","CITED1"
"35842","HDAC8"
"35843","PHKA1"
"35844","PHKA1-AS1"
"35845","DMRTC1B"
"35846","FAM226B"
"35847","FAM236B"
"35848","FAM236D"
"35849","DMRTC1"
"35850","FAM236C"
"35851","FAM236A"
"35852","PABPC1L2B-AS1"
"35853","PABPC1L2B"
"35854","PABPC1L2A"
"35855","AL662864.1"
"35856","NAP1L2"
"35857","CDX4"
"35858","CHIC1"
"35859","TSIX"
"35860","XIST"
"35861","FTX"
"35862","JPX"
"35863","AL353804.1"
"35864","AL353804.2"
"35865","Z83843.1"
"35866","ZCCHC13"
"35867","SLC16A2"
"35868","RLIM"
"35869","NEXMIF"
"35870","ABCB7"
"35871","UPRT"
"35872","ZDHHC15"
"35873","MAGEE2"
"35874","AL451105.2"
"35875","PBDC1"
"35876","MAGEE1"
"35877","AC233296.1"
"35878","FGF16"
"35879","ATRX"
"35880","MAGT1"
"35881","COX7B"
"35882","ATP7A"
"35883","PGK1"
"35884","PGAM4"
"35885","TAF9B"
"35886","CYSLTR1"
"35887","RTL3"
"35888","LPAR4"
"35889","P2RY10"
"35890","GPR174"
"35891","ITM2A"
"35892","TBX22"
"35893","TENT5D"
"35894","BRWD3"
"35895","AL391294.1"
"35896","HMGN5"
"35897","SH3BGRL"
"35898","AL445213.2"
"35899","POU3F4"
"35900","CYLC1"
"35901","RPS6KA6"
"35902","HDX"
"35903","APOOL"
"35904","SATL1"
"35905","AC003001.1"
"35906","ZNF711"
"35907","POF1B"
"35908","CHM"
"35909","DACH2"
"35910","KLHL4"
"35911","Z83818.2"
"35912","CPXCR1"
"35913","AL121872.1"
"35914","TGIF2LX"
"35915","AL121823.1"
"35916","PABPC5-AS1"
"35917","PABPC5"
"35918","PCDH11X"
"35919","NAP1L3"
"35920","FAM133A"
"35921","AL022151.1"
"35922","DIAPH2"
"35923","RPA4"
"35924","DIAPH2-AS1"
"35925","AL157778.1"
"35926","PCDH19"
"35927","TNMD"
"35928","TSPAN6"
"35929","SRPX2"
"35930","SYTL4"
"35931","CSTF2"
"35932","NOX1"
"35933","XKRX"
"35934","ARL13A"
"35935","TRMT2B"
"35936","TRMT2B-AS1"
"35937","TMEM35A"
"35938","CENPI"
"35939","DRP2"
"35940","TAF7L"
"35941","TIMM8A"
"35942","BTK"
"35943","RPL36A"
"35944","GLA"
"35945","HNRNPH2"
"35946","ARMCX4"
"35947","ARMCX1"
"35948","ARMCX6"
"35949","ARMCX3"
"35950","ARMCX3-AS1"
"35951","AC234775.3"
"35952","AC234775.4"
"35953","ARMCX2"
"35954","NXF5"
"35955","ZMAT1"
"35956","TCEAL2"
"35957","TCEAL6"
"35958","Z70719.1"
"35959","BEX5"
"35960","TCP11X1"
"35961","NXF2"
"35962","NXF2B"
"35963","TCP11X2"
"35964","TMSB15A"
"35965","ARMCX5"
"35966","ARMCX5-GPRASP2"
"35967","AL035427.1"
"35968","GPRASP1"
"35969","AL035427.2"
"35970","GPRASP2"
"35971","ARMCX5-GPRASP2.1"
"35972","BHLHB9"
"35973","LINC00630"
"35974","Z68871.1"
"35975","RAB40AL"
"35976","Z95624.1"
"35977","Z93943.1"
"35978","BEX1"
"35979","NXF3"
"35980","BEX4"
"35981","TCEAL8"
"35982","TCEAL5"
"35983","BEX2"
"35984","TCEAL7"
"35985","TCEAL9"
"35986","BEX3"
"35987","AL117327.1"
"35988","Z69733.1"
"35989","RAB40A"
"35990","AL021308.1"
"35991","TCEAL4"
"35992","TCEAL3"
"35993","TCEAL3-AS1"
"35994","TCEAL1"
"35995","MORF4L2"
"35996","MORF4L2-AS1"
"35997","GLRA4"
"35998","TMEM31"
"35999","PLP1"
"36000","RAB9B"
"36001","TMSB15B-AS1"
"36002","TMSB15B"
"36003","H2BFWT"
"36004","H2BFM"
"36005","TMSB15B.1"
"36006","SLC25A53"
"36007","ZCCHC18"
"36008","FAM199X"
"36009","ESX1"
"36010","IL1RAPL2"
"36011","TEX13A"
"36012","NRK"
"36013","SERPINA7"
"36014","PWWP3B"
"36015","RADX"
"36016","RNF128"
"36017","TBC1D8B"
"36018","MORC4"
"36019","RIPPLY1"
"36020","CLDN2"
"36021","RBM41"
"36022","NUP62CL"
"36023","PIH1D3"
"36024","FRMPD3-AS1"
"36025","FRMPD3"
"36026","PRPS1"
"36027","TSC22D3"
"36028","NCBP2L"
"36029","MID2"
"36030","AL109946.1"
"36031","TEX13B"
"36032","VSIG1"
"36033","PSMD10"
"36034","ATG4A"
"36035","COL4A6"
"36036","COL4A5"
"36037","AL035425.3"
"36038","IRS4"
"36039","AL035425.1"
"36040","GUCY2F"
"36041","NXT2"
"36042","KCNE5"
"36043","ACSL4"
"36044","TMEM164"
"36045","AMMECR1"
"36046","AMMECR1-IT1"
"36047","RTL9"
"36048","AC000113.1"
"36049","CHRDL1"
"36050","PAK3"
"36051","CAPN6"
"36052","DCX"
"36053","SERTM2"
"36054","ALG13"
"36055","ALG13-AS1"
"36056","TRPC5"
"36057","TRPC5OS"
"36058","RTL4"
"36059","LHFPL1"
"36060","AMOT"
"36061","AC002072.1"
"36062","AL023877.1"
"36063","XACT"
"36064","HTR2C"
"36065","IL13RA2"
"36066","LRCH2"
"36067","RBMXL3"
"36068","LUZP4"
"36069","PLS3-AS1"
"36070","PLS3"
"36071","DANT2"
"36072","DANT1"
"36073","AGTR2"
"36074","SLC6A14"
"36075","CT83"
"36076","BX119904.2"
"36077","KLHL13"
"36078","WDR44"
"36079","DOCK11"
"36080","IL13RA1"
"36081","ZCCHC12"
"36082","LINC01285"
"36083","LONRF3"
"36084","AL772284.2"
"36085","KIAA1210"
"36086","PGRMC1"
"36087","AC004835.1"
"36088","AC004973.1"
"36089","SLC25A43"
"36090","AC004000.1"
"36091","SLC25A5-AS1"
"36092","SLC25A5"
"36093","CXorf56"
"36094","UBE2A"
"36095","NKRF"
"36096","SEPTIN6"
"36097","SOWAHD"
"36098","RPL39"
"36099","AC005052.2"
"36100","UPF3B"
"36101","RNF113A"
"36102","NDUFA1"
"36103","AKAP14"
"36104","NKAP"
"36105","RHOXF1-AS1"
"36106","RHOXF2B"
"36107","RHOXF1"
"36108","LINC01402"
"36109","RHOXF2"
"36110","ZBTB33"
"36111","TMEM255A"
"36112","ATP1B4"
"36113","LAMP2"
"36114","CUL4B"
"36115","MCTS1"
"36116","C1GALT1C1"
"36117","CT47B1"
"36118","AC008162.2"
"36119","CT47A12"
"36120","CT47A11"
"36121","CT47A10"
"36122","CT47A9"
"36123","CT47A8"
"36124","CT47A7"
"36125","CT47A6"
"36126","CT47A5"
"36127","CT47A4"
"36128","CT47A3"
"36129","CT47A2"
"36130","CT47A1"
"36131","GLUD2"
"36132","AC006144.2"
"36133","AC002377.1"
"36134","AL359851.1"
"36135","AL513487.1"
"36136","GRIA3"
"36137","THOC2"
"36138","XIAP"
"36139","XIAP-AS1"
"36140","AL121601.1"
"36141","STAG2"
"36142","SH2D1A"
"36143","TEX13D"
"36144","TENM1"
"36145","TEX13C"
"36146","AL445072.1"
"36147","DCAF12L2"
"36148","DCAF12L1"
"36149","PRR32"
"36150","AL591643.1"
"36151","AL008633.1"
"36152","ACTRT1"
"36153","SMARCA1"
"36154","OCRL"
"36155","APLN"
"36156","AL022162.1"
"36157","XPNPEP2"
"36158","SASH3"
"36159","AL023653.1"
"36160","ZDHHC9"
"36161","AL034405.1"
"36162","UTP14A"
"36163","BCORL1"
"36164","ELF4"
"36165","AIFM1"
"36166","AL139234.1"
"36167","RAB33A"
"36168","ZNF280C"
"36169","SLC25A14"
"36170","GPR119"
"36171","RBMX2"
"36172","Z82195.3"
"36173","ENOX2"
"36174","LINC01201"
"36175","ARHGAP36"
"36176","IGSF1"
"36177","AL135784.1"
"36178","OR13H1"
"36179","AL365256.1"
"36180","FIRRE"
"36181","STK26"
"36182","FRMD7"
"36183","RAP2C"
"36184","RAP2C-AS1"
"36185","MBNL3"
"36186","HS6ST2"
"36187","HS6ST2-AS1"
"36188","USP26"
"36189","TFDP3"
"36190","GPC4"
"36191","GPC3"
"36192","AC002407.1"
"36193","CCDC160"
"36194","PHF6"
"36195","HPRT1"
